Réseau Social,Class,Commentaire client,category,urgent
Facebook,Suggestions et remarques constructives,اذا ما وصلتوش المناطق النائية والمدارس بالالياف البصرية مادرتو والو. على خاطر اغلب العروض راحو للمناطق الحضرية واغلبها مجرد تجديد. مثلا منطقة البزبازة ببوعيشون الكابل قريب ليها علاه ماتغطوهاش. وقس على ذالك مناطق كثيرة اتمنى ان تغطي جميع المناطق النائية بدون استثناء ولكم منا جزيل الشكر والعرفان,suggestion,0
Facebook,Suggestions et remarques constructives,Algérie Télécom - إتصالات الجزائر ديروما الجديد في 4G,suggestion,0
Facebook,Suggestions et remarques constructives,لازم ترجعو اتصال بتطبيقات الدفع بلا انترنت و مجاني ريقلوها يا اتصالات الجزائر,suggestion,0
Facebook,Suggestions et remarques constructives,ياريت طريقة دفع إنترنت تكون كيما دفع فاتورة خط الهاتف، تع إنترنت نحس روحي نفليكسي، كيفاش سعر إنترنت محدد، وأنا لازم عليا نكتب شحال نخلص دراهم.,suggestion,0
Facebook,Suggestions et remarques constructives,نريد تطويرا لخدمات idome 4g,suggestion,0
Facebook,Suggestions et remarques constructives,لماذا لايكون اشتراك سنوي و التخفيض يكون حتى 50 في المائة.,suggestion,0
Facebook,Suggestions et remarques constructives,"نقصونا في السعر راها غاليا علينا ",negative,0
Twitter,Suggestions et remarques constructives,زيدو في adsl,suggestion,0
Facebook,Suggestions et remarques constructives,نقصو في تسعيرة الانترنت راهي غالية,negative,0
Facebook,Suggestions et remarques constructives,شكرا لكم لكن نريد عروض وتخفضيات لهذه الفئة الهشة,positive,0
Facebook,Suggestions et remarques constructives,علاه ماديروش اسعار خاصة ومخفضة لذوي الاحتيجات الخاصة,suggestion,0
Facebook,Suggestions et remarques constructives,تخفيض في انترنت إلى ذوي لإحتياجات الخاصة الى نصف,suggestion,0
Facebook,Suggestions et remarques constructives,اتهلاونا فى 4G شوية راكم نسيتوها,suggestion,0
Facebook,Suggestions et remarques constructives,زيدو في سرعة 4g من فضلكم,suggestion,0
Facebook,Suggestions et remarques constructives,نريد تخفيضات في الأسعار على عروض idoom 4g,suggestion,0
Facebook,Suggestions et remarques constructives,نتمنى زيادة سرعة التدفق حتى لو كانت 1جيجابايت ب 1000 دج,suggestion,0
Facebook,Suggestions et remarques constructives,نريد تحسين سرعة الانترنت idom 4g,suggestion,0
Facebook,Suggestions et remarques constructives,من الأحسن تستثمرون في تحسين الشبكة اصحاب 4G راهم يعانو من ثقل التصفح أما تحميل,suggestion,0
Facebook,Suggestions et remarques constructives,كشما زيادات في سرعات adsl,suggestion,0
Linkedin,Suggestions et remarques constructives,"La stratégie de pénétration de marché africain désormais recommandé plus que jamais ,le sujet d'innovation doit avoir une importance extrême ces prochaines années,vu que le monde en 2030 sera connecté à 5G et IA et IOT seront au rendez vous.",suggestion,0
Facebook,Suggestions et remarques constructives,ردوها 1000 ب150 جيقا,suggestion,0
Facebook,Suggestions et remarques constructives,انا عندي عرض خير من هذا : اشترك ايها المواطن 100 دينار فقط مقابل 10 موديم فايفبر و استمتع بـــ 10 سنين انترنت باطل بسرعة 10 جيغا. المواطن يجيب : ياو ركبلونا شبكة الاياف البصرية اولا ومن بعد دير العروض انتاعك ياهو اهبطو من المريخ راكم في الجزائر,negative,0
Facebook,Suggestions et remarques constructives,Et c'est pour quand les abattements sur les tarifs exorbitants de la connexion idoom Adsl dont le débit et la stabilité laissent à désirer,interrogative,0
Facebook,Suggestions et remarques constructives,نريد تخفيضات في الأسعار الفيبر لأنها مرتفعة بالنسبة للمواطنين وشكرا ,suggestion,0
Facebook,Suggestions et remarques constructives,"Nous avons besoin d'améliorer la qualité de la connexion réseau et de résoudre le problème des interruptions constantes, car cela impacte directement notre vie quotidienne, que ce soit pour le travail, les études ou même les loisirs. Une bonne connexion est devenue essentielle dans ce monde numérique, et nous espérons que les parties concernées fourniront des solutions efficaces et rapides, telles que la modernisation des infrastructures et le soutien des utilisateurs avec des équipements modernes et des technologies avancées. Une bonne réparation du réseau est le point de départ, le reste sera facile",suggestion,0
Facebook,Suggestions et remarques constructives,كان تزيدو عرض لل adsl,suggestion,0
Facebook,Suggestions et remarques constructives,نريد تخفيضات في الأسعار الفيبر لأنها مرتفعة بالنسبة للمواطنين وشكرا. ,suggestion,0
Facebook,Suggestions et remarques constructives,خلوه عرض مفتوح خير,suggestion,0
Instagram,Suggestions et remarques constructives,تبالي بلاد كامل تكون فايبر وديرو سيرفر ف دزاير ذا رأيي ❤️,suggestion,0
Facebook,Suggestions et remarques constructives,"Une box Djezzy (internet, TV, tel…) en collaboration avec Algérie Télécom - إتصالات الجزائر",suggestion,0
Facebook,Suggestions et remarques constructives,مثل Xiaomi TV Box مع اشتراك عامين باطل لقنوات Bein SPORT,suggestion,0
Facebook,Suggestions et remarques constructives,ان شاء انترنت 4glte يدعموها من ابراج جيزي,suggestion,0
Facebook,Suggestions et remarques constructives,"الجيل الخامس مرحبا به في الجزائر ",positive,0
Facebook,Suggestions et remarques constructives,"ديرونا esim ",suggestion,0
Facebook,Suggestions et remarques constructives,لماذا لايكون غير الانترنت بدون هاتف ثابت مع العلم أن جميع العائلات لاتستعمله يجب النضر في هذا الموضوع,suggestion,0
Facebook,Suggestions et remarques constructives,نريد تخفيضات في الأسعار الفيبر لأنها مرتفعة بالنسبة للمواطنين وشكرا!!!!!!!,suggestion,0
Facebook,Suggestions et remarques constructives,مشكورين انترنت فائقة السرعة خدمات مميزة فقط الاسعار مزال غالية,positive,0
Facebook,Suggestions et remarques constructives,أتمنى منكم تعميم انترنت الألياف البصرية في كامل التراب الوطني والإستغناء عن انترنت ADSL,suggestion,0
Facebook,Suggestions et remarques constructives,نقسونا فتسعيرة تاع شهر 2600دج بزاف,negative,0
Instagram,Suggestions et remarques constructives,"mieux que rien, la tendance maintenant c'est le WiFi 6",suggestion,0
Facebook,Suggestions et remarques constructives,الافضل لو كان به مودام اتصالات الجزائر,suggestion,0
Facebook,Suggestions et remarques constructives,كنت نتمنى يكون كيما freebox يكون فيه باقة قنوات اخرى مجانية ومدفوعة وجميع القنوات الجزائرية ليس فقط tod .. مثل توفير تطبيق حصري على الجهاز تابع لكم twin tv على سبيل المثال,suggestion,0
Facebook,Suggestions et remarques constructives,اتصلات الجزائر كون تنح الهاتف الثابت وتخلينا الانترنت فقط متجيناش غالية,suggestion,0
Facebook,Suggestions et remarques constructives,شكرا على المعلومة، لكن المفروض تقديمها قبل اليوم على الاقل بيوم او يومين خصوصا ان هدا التوقف مبرمج لاتاحة الفرصة للناس للاستعداد.,negative,0
Facebook,Suggestions et remarques constructives,علاه مدرتوش بشريحة اتصالات جزائر افضل هكا معندو تا فايدة,suggestion,0
Facebook,Suggestions et remarques constructives,تقدّم ملحوظ ، نرجو مثله أيام قطع الإنترنت أيام اختبارات البكالوريا .,suggestion,0
Facebook,Suggestions et remarques constructives,سلام عليكم نشكر اتصالات الجزائر على الخدمات التي تقدمها ولكن النقطة السوداء التي لازالت تؤرق المواطن الجزائري هي نقص تدفق الانترنت على مستوى ابراج 4g lte خاصة في وقت الذروة والتي لازالت الشركة لم تجد حلولا لهذا المشكل الذي يعاني منه جل المشتركين . ارجوا ان تاخذوا ذالك بعين الاعتبار وشكرا,suggestion,0
Facebook,Suggestions et remarques constructives,عرض دائم,suggestion,0
Facebook,Suggestions et remarques constructives,في انتظار عروض اخر السنة،,suggestion,0
Facebook,Suggestions et remarques constructives,لماذا لا تخفضوا أسعار التدفق؟، الميزانية لا تسمح بتحويلها إلى فيبر,interrogative,0
Linkedin,Suggestions et remarques constructives,"n tant que Algerie Télécom est une entreprise purement dans ce domaine je propose de faire une statue à cette icône d'informatique et d'internet en Algérie une statue au niveau de siège AT ,car on peut pas parler d'informatique ou d'internet en Algérie sans parler de lui et on ne peut pas parler d'internet, informatique,réseau sans parler d'Algérie Télécom,donc je propose d'adopter cette icône dans notre culture ,nos références ,reliant cet homme à notre histoire et notre image réfléchissions à cette idée ❤️",suggestion,0
Facebook,Suggestions et remarques constructives,عليكم بتحسين الخدمة في الميدان فعليا وليس مجرد في المنشورات،، ربي يوفق كل مخلص في عمله اما المخادع وكيلو ربي,negative,0
Facebook,Suggestions et remarques constructives,طلعونا تدفق من 15 إلى 20 ميقا برك,suggestion,0
Facebook,Suggestions et remarques constructives,"من المفروض هذا العرض للزبائن لي عندهم اهتمام بالانترنت و مشتركين منذ مدة يعني المشتركين القدماء ",suggestion,0
Facebook,Suggestions et remarques constructives,نريد ان تكونوا اقرب اكثر،لكن بالعروض الترويجية الجيدة للجميع,suggestion,0
Facebook,Suggestions et remarques constructives,زيدو شهر تجي مليحة,suggestion,0
Instagram,Suggestions et remarques constructives,الرجاء منكم الغاء التسقيف الانترنت و فتح port pc au moins 27000 ou 28000,suggestion,0
Facebook,Suggestions et remarques constructives,نريد تخفيضات في اسعار الفيبر,suggestion,0
Facebook,Suggestions et remarques constructives,دبروا FO في حومتنا و افتحوا لنا مركزا للدفع,suggestion,0
Facebook,Suggestions et remarques constructives,نورمالمون المشتركين القدامى الاوفياء للفايبر يبدلولهم المودام و يتم احتساب الفارق في السعر او الزيادة فقط و نرجعو القديم .,suggestion,0
Facebook,Suggestions et remarques constructives,"ديرونا بروموسيون حنا صحاب vdsl و ",suggestion,0
Facebook,Suggestions et remarques constructives,ديروها بيس تركب فتليفون,suggestion,0
Facebook,Suggestions et remarques constructives,Dirouna 3arde chbebe 1500da b 300giga,suggestion,0
Facebook,Suggestions et remarques constructives,نريد تخفيضات فالفيبر لكى تكون في متتاول الجميع,suggestion,0
Facebook,Suggestions et remarques constructives,مؤسسة محترفة ورائدة برك الاسعار 60 ميقا 240 شهريا والله غالية,negative,0
Facebook,Suggestions et remarques constructives,جيبو عرض جديد خليكم من لقديم,negative,0
Instagram,Suggestions et remarques constructives,150 جيغا مفروض تكون مدتها شهرين احسن,suggestion,0
Facebook,Suggestions et remarques constructives,لوكان تزيدو تود في الاشتراكات لي من 20 ميقا و اطلع كيف جيزي تجي هايلة,interrogative,0
Facebook,Suggestions et remarques constructives,نعطيكم 1000 دج اعطوني برك فيبر,suggestion,0
Facebook,Suggestions et remarques constructives,وفرونا من بعد اي ساهلة,negative,0
Facebook,Suggestions et remarques constructives,نرجو منكم زيادة تدفق كتجي وقت الصباح(النهار ) من 250كيلو بايت الى 1ميغا و مساء ( الليل) من 1.3 ميغا الى 2ميغا ليوافق احتياجاتنا وشكرا,suggestion,0
Facebook,Suggestions et remarques constructives,موالف مع نهاية السنة ديرو تخفيضات وزيادة اسابيع عن كل تعبئة ايدوم adsl هذا العام مكان والو,suggestion,0
Facebook,Suggestions et remarques constructives,لو تمددو العرض يكون احسن,suggestion,0
Facebook,Suggestions et remarques constructives,نقصو من فضلكم من أسعار الإشتراكات الشهرية لإيدوم فيبر الألياف البصرية مثلا تاع 2000شهريا ردوها 1000دج أسعار كل الإشتراكات غالية و ليست في متناول المواطن البسيط و شكرا,suggestion,0
Facebook,Suggestions et remarques constructives,نرجو منكم زيادة في مدة العرض,suggestion,0
Facebook,Suggestions et remarques constructives,"نريد تخفيضات فالأسعار الفيبر لأنها مرتفعة جدا بالنسبة للمواطنين ",negative,0
Facebook,Suggestions et remarques constructives,اعطونا عرض مليح ايدوم 4جي,positive,0
Facebook,Suggestions et remarques constructives,نقصو فالحجم وزيدو فالسرعة,suggestion,0
Facebook,Suggestions et remarques constructives,ساعدونا بعرض جديد قبل انتهاء المدة مثلا 15mb بسعر 1000دج من فضلكم,suggestion,0
Facebook,Suggestions et remarques constructives,رجاءا مددوا العرض,suggestion,0
Facebook,Suggestions et remarques constructives,تفضلوا بقبول طلبنا و مددوا العرض لو تكرمتم,suggestion,0
Facebook,Suggestions et remarques constructives,نرجو منكم زيادة في مدة العرض.,suggestion,0
Facebook,Suggestions et remarques constructives,نستناو غروض افضل في المستقبل القريب..موفقين,suggestion,0
Facebook,Suggestions et remarques constructives,نرجوا منكم تمديد العرض,suggestion,0
Facebook,Suggestions et remarques constructives,نتمنى النظر في عروض اشتراكات خدمة 4g,suggestion,0
Facebook,Suggestions et remarques constructives,مع توفر الرقمنة يكفي تفعيل برامج الدفع الالكتروني لانه لافائدة من فتح مراكز الدفع . . المهم هم عمال الصيانة,suggestion,0
Facebook,Suggestions et remarques constructives,"Cela concerne la DIRECTION COMMERCIALE , et la DIRECTION TECHNIQUE ?? la Direction technique pour AVANCER dans les travaux ( interventions - dépannage - installation fibre optique ... ) c'est juste un AVIS Merci de votre compréhension",suggestion,0
Facebook,Suggestions et remarques constructives,أقترح عليكم العمل بنظام المناوبة الليلية بالنسبة للمصالح التجارية و المصالح التقنية و هكذا تكون مؤسسة في مستوى تطلعات الزبون .كما أنبهكم لخدمة باب باب ليلا أحسن لضمان حضور أكثر لأصحاب المنازل. و هذا في إطار تحقيق تنمية مستدامة للقطاع.و شكرا على تفهمكم,suggestion,0
Facebook,Suggestions et remarques constructives,نريد تخفيضات في الأسعار الفيبر لأنها مرتفعة بالنسبة للمواطنين وشكرا!!!!!!!!!!,suggestion,0
Facebook,Suggestions et remarques constructives,نريد خدمات احسن وتدفق عالي على حساب الاشتراك كرهنا من لحنش ادور وان نستنا,suggestion,0
Instagram,Suggestions et remarques constructives,نتمنى اعادة النظر في عروض الجيل الرابع ، اشتراك 150 جيجا يصبح ب 1000 دج ،,suggestion,0
Linkedin,Suggestions et remarques constructives,هذا التميز لا ينعكس على أرض الواقع. بينما تتحدثون عن الاستراتيجيات الوطنية للتحول الرقمي ودعم الابتكار، لا يزال المواطن الجزائري يواجه تحديات يومية في الحصول على خدمات الإنترنت الأساسية، مثل تركيب المودام الذي تأخر بشكل غير مقبول.كيف يمكن أن نتحدث عن بناء اقتصاد رقمي مستدام بينما لا نتمكن من تلبية احتياجات المواطنين من أبسط الخدمات الرقمية؟ من الضروري أن تكون هذه المنتديات والوعود متوافقة مع الواقع الفعلي لخدماتكم، وأن يتم التركيز على تحسين الخدمات الأساسية التي تمس حياة المواطنين بشكل مباشر.نأمل أن يتواكب الدعم المقدم لمثل هذه المبادرات مع تحسين فعلي وملموس لخدمات الإنترنت في الجزائر، لكي نحقق تحولًا رقميًا حقيقيًا يخدم الجميع.,negative,0
Facebook,Suggestions et remarques constructives,نحوسو تزيدونا في سرعة download و upload,suggestion,0
Facebook,Suggestions et remarques constructives,نقصو من أسعار الإشتراكات الشهرية راها غالية بزاف و ليست في متناول الجميع و شكرا,negative,0
Facebook,Suggestions et remarques constructives,واش هي الفايدة كي تفتح يوم الجمعة و تغلق في ايام الأسبوع على الساعة 12 وعلى الساعة 16 الانسان اللي يعمل باش يجي للوكالة تاعكم في ايام الأسبوع لازم يغيب عن العمل تاعه و من المفروض اي وكالة تجارية تعمل بنضام عمل متواصل و ما تغلقش بكري,suggestion,0
Facebook,Suggestions et remarques constructives,ها تفكرو زبائنكم بشهر انترنت تيو. باطل,suggestion,0
Facebook,Suggestions et remarques constructives,نحتاجوا بشدة لخدمات 4G، باش نكونوا مع العصر ونستفيدوا من التكنولوجيا الحديثة. نطلب منكم تهتموا بمشكلتنا وتحسنوا الشبكة في بلديتنا، لأننا نستحقوا خدمة اتصالات تليق بينا,suggestion,0
Facebook,Suggestions et remarques constructives,سنكون أسعد لو يتم إضافة أبراج الإتصال لتضعوا حد لهذه المعانة التي يتخبط فيها المشتركين.,suggestion,0
Facebook,Suggestions et remarques constructives,Promotion fin d'année ADSL idoom,suggestion,0
Facebook,Suggestions et remarques constructives,اضيفو لنا شهرا آخر كمهلة للعرض الفيبر من فضلكم,suggestion,0
Facebook,Suggestions et remarques constructives,Inchallah tekhedemou tout les vendredi,suggestion,0
Facebook,Suggestions et remarques constructives,زيدونا شهر إضافي للعرض الترويجي حتى نستطيع الاشتراك في العرض ارجوكم ومن فضلكم لا تبخلونا,suggestion,0
Facebook,Suggestions et remarques constructives,عاودو مرات أخرى العرض,suggestion,0
Facebook,Suggestions et remarques constructives,نقصو في الاسعار تع adsl مع دخول سنة,suggestion,0
Facebook,Suggestions et remarques constructives,ردوها 100الف ب 150 جيغا احسن,suggestion,0
Facebook,Suggestions et remarques constructives,حسن الخدمة في تحسين الأنترنت ..,suggestion,0
Facebook,Suggestions et remarques constructives,تفضلو بقبول طلبنا بتمديد العرض,suggestion,0
Facebook,Suggestions et remarques constructives,"نريد تخفيضات فالاسعار في الفيبر لأنها مرتفعة جدا بالنسبة للمواطنين ",suggestion,0
Facebook,Suggestions et remarques constructives,ديىروها ب100الف,suggestion,0
Facebook,Suggestions et remarques constructives,نورمالمو ديروها غير محدوده وب 1000 دج,suggestion,0
Facebook,Suggestions et remarques constructives,ديروها ب100الف,suggestion,0
Facebook,Suggestions et remarques constructives,ياو ديرو عروض جديدة وخفضو في الاسعار,suggestion,0
Facebook,Suggestions et remarques constructives,سلام عليكم علاه مجيبوش مودام يكون wifi 6 ويكون قوة وديرول سومة وتخلو الاختيار للمواطن,suggestion,0
Facebook,Suggestions et remarques constructives,بصح راهي غالية بزاف تبدا من 220 الف كل شهر منين نجيبو هدا المبلغ كل شهر مع غلاء المعيشة,suggestion,0
Facebook,Suggestions et remarques constructives,زيدو في الكنكسيو رانا بسيف مانتفرجو فيدو، هدا والله عيب، ياك نخلصو كل شهر، في الا خير مشكورينا على المبادرة الطيبة,suggestion,0
Facebook,Suggestions et remarques constructives,حتى انتو تفهمولها عرض رخيص ولاكن للاسف الخدمة هاذي مكاش,negative,0
Facebook,Suggestions et remarques constructives,نقصونا فالمبلغ منفظلكم وزيدونا في مهلة الاشتراك وشكرا,suggestion,0
Facebook,Suggestions et remarques constructives,غالية بزاف والله بزاف بزاف 2200دج+الخط 250دج كل شهر والله بزززززززاف,negative,0
Facebook,Suggestions et remarques constructives,أسعاركم مرتفعة..,negative,0
Facebook,Suggestions et remarques constructives,رجعونا العرض ب 1000 دج,suggestion,0
Facebook,Suggestions et remarques constructives,"Du moment que vous baissez le prix de fibre à 500 sa,permettez aussi aux anciens abonnés ftth d'acquérir le modem wifi 6 à un prix raisonnable du moment qu'il est gratuit pour les acquéreurs à 500 da.",suggestion,0
Facebook,Suggestions et remarques constructives,عام سعيد برك اعطونا بونيز في الانترنت نولو نشعرو بالسعادة,suggestion,0
Facebook,Suggestions et remarques constructives,يجب ان تتطوروا ايضا وتكون سرعة الانترنت قوية,suggestion,0
Facebook,Suggestions et remarques constructives,لمذا لا تركزون على تسريع العملية احسن من تركيز على الاشهار .,negative,0
Facebook,Suggestions et remarques constructives,لا مش هكذا كون كي قرب يخلص شهر زيدوهم لاه من درك انا عن نفسي منسربيهمش يروحو هكاك نحتاج يومين,suggestion,0
Facebook,Suggestions et remarques constructives,الثمن مرتفع... اسعار غالية,negative,0
Facebook,Suggestions et remarques constructives,"الأسعار الحقيقية
60 Mbps 1600 DA
100 Mbps 2200 DA
200 Mbps 2600 DA
400 Mbps 3000 DA
600 Mbps 3800 DA
800 Mbps 4000 DA",suggestion,0
Facebook,Suggestions et remarques constructives,ربي يعاونكم.. متنساوش مراجعة الاسعار و تخفيضها و شكرا ,negative,0
Facebook,Suggestions et remarques constructives,نتمنى أن تكون التحديثات مجدية,negative,0
Instagram,Suggestions et remarques constructives,نتمنى اضافة عروض جديدة مثل عرض تكون فيه سرعة التدفق 10 ميغا وعرض 20 ميغا,suggestion,0
Facebook,Suggestions et remarques constructives,Algérie Télécom - إتصالات الجزائر يجب تحديث التطبيق باستمرار وصيانته,negative,0
Facebook,Suggestions et remarques constructives,الخاص بالتطبيق ليس جيد احيانا لا يمكن فهم على ما تضغط عليه قومو بتسهيله اكثر و نقصو الالوان ماعندها حتى معنى مع بعض التحسينات في الواجهة وزيدو خدمات اخرى و الواجهة الاولى عند تشغيل التطبيق مع الصوت ماعندها حتى معنى كأنك شغلت هاتف ماشي تطبيق وزيد رفع التدفق يجب انو يكون OTP لتاكيد رفع التدفق,suggestion,0
Facebook,Suggestions et remarques constructives,يظهرلي غالي,negative,0
Facebook,Suggestions et remarques constructives,زيدوا لنا غير أبراج اتصالات الجزائر في القرى التابعة لبلدية مغنية مثل البخاتة وسيدي مجاهد والبطيم لتغطية جيدة,suggestion,0
Facebook,Suggestions et remarques constructives,زيدولنا فالتدفق راه كارثي ...أما العروض فهي مقبولة جدا,suggestion,0
Instagram,Suggestions et remarques constructives,زيدو فالفيتاس تع 4g,suggestion,0
Facebook,Suggestions et remarques constructives,وكالاتكم لا تلبي طلباتنا نقص الخدمات,negative,0
Facebook,Suggestions et remarques constructives,نشكر مجهوداتكم والنقلة النوعية للخدمات و تحسين سرعة الانترنت.رجاؤنا توفير مودامات ذات جودة وللزبون حرية تغيير الراوتر خصوصا المشتركين الاوئل 2018 عبر حيث اصبحت اجهزتهم لا تتوافق مع سرعة التدفق الحالي.FTTH,suggestion,0
Facebook,Suggestions et remarques constructives,باقي 15 ميقا حتى انتم تبدلو اقل السرعة 20 ولا 50 ميقا بنفس السعر,suggestion,0
Facebook,Suggestions et remarques constructives,10 mb be 1600 bezzaf,negative,0
Facebook,Suggestions et remarques constructives,جا لوقت وين ديرو اقل تدفق هو 20 ميقا بسعر 1600,suggestion,0
Facebook,Suggestions et remarques constructives,المفروض اقل تدفق هو 20 ميغا,suggestion,0
Facebook,Suggestions et remarques constructives,اسعار غالية لا تناسب الشباب يجب تخفيض السعر الى 2000 اعتقد انه سيعجب الشباب ويزيد من اشتراك في العرض,suggestion,0
Facebook,Suggestions et remarques constructives,لماذا لا تقومون بتخفيض سعر 50 إلى 2000...و سترون كيف كل المكتتبين يتحولون لهذا العرض,interrogative,0
Facebook,Suggestions et remarques constructives,لماذا لا يتم الرفع تلقائيا لتدفق 20ميغا تلقائيا دون أي زيادة كان أفضل.,interrogative,0
Facebook,Suggestions et remarques constructives,نحونا الفيكس... ودراهم لابونمو زيدوهمنا قوة تدفق الأنترنت,suggestion,0
Facebook,Suggestions et remarques constructives,لو كانت 30 احسن لأن الفرق بين 15 و 20 لا تحس به صراحة,suggestion,0
Facebook,Suggestions et remarques constructives,نحيو اشتراك الهاتف الثابت من الفاتورة أو جعله اختياري,suggestion,0
Facebook,Suggestions et remarques constructives,من الأحسن يكون تطبيق يتم تحميله على التلفاز و tv box,suggestion,0
Facebook,Suggestions et remarques constructives,بصح مكانش فيه افلام بزاف غير ربعة او خمسة ها كثرونا افلام جزائرية مثل تاريخ الجزائر وديرونا خانة خاصة بالمجاهدين وقصص اثناء الثورة التحريرية لي كسب تاريخ بلدنا الحبيب,suggestion,0
Facebook,Suggestions et remarques constructives,عليكم التفكير و بكل جدية في رفع الحجم الشهري للاشتراك او تقديم العروض المرنة اعتماد على تسعيرة اساسيةمثال 1500 دج يستفيد من 200 جيغا + فيس بوك مجاني + يوتيوب بسرعة عالية و بعد انقضاء العرض يستفيد الزبون من عرض مخفض + مكلمات نحو جميع الشبكات على الاقل 30 دقيقة.لاحظنا تطور و عروض جيدة بالنسبة للفيبر و تشكرون على سعيكم لكن وجب ايضا الالتفات لعروض 4g و التحسين منها.,suggestion,0
Facebook,Suggestions et remarques constructives,علاه مكاش البث المباشر للقنوات فيه على الأقل القنوات الجزائرية حرام عليكم وزيد منصة تعاني من الإهمال مسلسل الدامة مزال في عامين حاطين ذاك الاعلان وكاتبين قريبا الجيران هربو علينا Algérie Télécom - إتصالات الجزائر,suggestion,0
Facebook,Suggestions et remarques constructives,نحونا اشتراك الهاتف من فضلكم.,suggestion,0
Facebook,Suggestions et remarques constructives,هل ممكن أن أقول اقتراح؟,off-topic,0
Facebook,Suggestions et remarques constructives,دراهم راها قليلة نرجو منكم تخفيضات في إشتراك الهاتف الثابت واشتراكات الأنترنت,negative,0
Facebook,Suggestions et remarques constructives,اقترح عليكم تبني تقنية fttr كحل لمشكلة تغطية وضعف سرعة واي فاي المودام نتاع الفيبر,suggestion,0
Facebook,Suggestions et remarques constructives,رجعو أقل سرعة 20 او 50,suggestion,0
Facebook,Suggestions et remarques constructives,الاسعار مرتفعة مقارنة بما نستهلكه وسرعة التدفق,negative,0
Instagram,Suggestions et remarques constructives,ديرونا أقل تدفق 50 ميغا بنفس سعر 15 ميغا,suggestion,0
Facebook,Suggestions et remarques constructives,خاصنا تخفيضات في أسعار الهاتف الثابت وأسعار الأنترنت,negative,0
Facebook,Suggestions et remarques constructives,حسنولنا سرعة تدفق الانترنت لعروض اييدوم 4g,suggestion,0
Facebook,Suggestions et remarques constructives,Algérie Télécom - إتصالات الجزائر متى نرتقي إلى خاصية TV box شكراً ,interrogative,0
Facebook,Suggestions et remarques constructives,تطبيق جيد وفعال حبذا لو تمت اضافة فيه خاصية الايقاف المؤقت للاشتراك,suggestion,0
Facebook,Suggestions et remarques constructives,يجب تغييرها عند كل دخول لماذا لا يتم حفظ الاختيار.من فظلكم فيما يخص لغة التطبيق,interrogative,0
Facebook,Suggestions et remarques constructives,غالية بزاف عروض هدياستعمل الاشتراك الشهري ارخس وزيد اغلب ناس عندهم adsl يعني ماتصلحش كامل,suggestion,0
Facebook,Suggestions et remarques constructives,نتمنى إضافة افلام و مسلسلات اجنبية خاصة أمريكية,suggestion,0
Facebook,Suggestions et remarques constructives,نتمنى اضافة افلام ومسلسلات أجنبية وعربية,suggestion,0
Facebook,Suggestions et remarques constructives,لكي يصدق المواطن أن عملية ربط الأحياء السكنية بشبكة الفايبر مستمرة يجب عليك نشر أسماء المناطق التي إستفادة من الخدمة بشكل يومي او أسبوعي،لأن صراحة وتيرة الأشغال الأن بطئية جدا و بعيدة كل البعد عن تطلعات الزبائن,suggestion,0
Facebook,Suggestions et remarques constructives,اطلڨو 50 ميغا ب 2200 دج وخلو الشعب يبروفيتي,suggestion,0
Facebook,Suggestions et remarques constructives,ياو نحولنا اشتراك 10 ميغا ورجعو ادنى سرعة هي 20,suggestion,0
