Réseau Social,Class,Commentaire client,category,urgent
Facebook,Pannes et coupures générales,Espace Client ne marche plus ?,interrogative,1
Facebook,Pannes et coupures générales,ماذا عن عدم القدرة على الدخول الى الحساب الخاص؟ و هذا مند يومين,interrogative,1
Facebook,Pannes et coupures générales,السلام عليكم .. شوفولنا حل مع فضاء الزبون ما راهش يخدم. وما تقولوليش فالخاص من فضلكم المشكلة عامة فالموقع تاعكم.,negative,1
Facebook,Pannes et coupures générales,عندكم مشكل في تطبيق My idoom والدخول الى حساب فضاء الزبون راكم طولتو في معالجة الخلل,negative,1
Facebook,Pannes et coupures générales,تطبيق my idoom لا يشتغل منذ أسبوع,negative,1
Facebook,Pannes et coupures générales,سلام عليكم لم أستطيع الدخول الى حسابي فضاء الزبون وماإيدوم من فضلكم ماهو الحل كل ماحاولت يطلع الميساج Cette page n’est pas disponible pour le momen,interrogative,1
Facebook,Pannes et coupures générales,من نيتكم!!!... رانا في 3 اشهر بلا كونكسيون ( سرقولنا كابل).. و قدمنا شكوى ولكن لا حياة لمن تنادي,negative,1
Facebook,Pannes et coupures générales,وكذلك فضاء الزبون لا يشتغل من الموقع 郎تطبيق my idoom لا يشتغل منذ أسبوع,negative,1
Facebook,Pannes et coupures générales,Espace Client لا يشتغل,negative,1
Facebook,Pannes et coupures générales,تطبيق ماي ايدوم لا يعمل وكذلك فضاء الزبون,negative,1
Facebook,Pannes et coupures générales,تطبيق m'y idoom لا يشتغل وكذلك فضاء الزبون لأصحاب اشتراك فيبر نرجو منكم اصلاح الخلل في أقرب وقت لأننا ننتظر لمدة 3 أيام,negative,1
Facebook,Pannes et coupures générales,"La page espace client ne fonctionne pas depuis plusieurs jours et l'application my idoom c'est une bouse qui bloque toutes les 30 secondes, svp recrutez des gens compétents yen a en Algérie",negative,1
Facebook,Pannes et coupures générales,فضاء الزبون و تطبيق my idoom,negative,1
Facebook,Pannes et coupures générales,سلام عليكم عندنا مشكل في خطوط الانترنت وهاتف الثابت على مستوى عمروصة 5000ورود خلال ولا حياة لمن تنادي,negative,1
Facebook,Pannes et coupures générales,votre site espace client ne fonctionne pas pourquoi?,interrogative,1
Facebook,Pannes et coupures générales,حاليا فيه مشكل في الدخول على الرابط,negative,1
Facebook,Pannes et coupures générales,Algérie Télécom - إتصالات الجزائر تطبيق ماي ايدوم فيه خلل الرجاء اصلاحه,negative,1
Facebook,Pannes et coupures générales,ريڨلو تطبيق فضاء الزبون عندو سمانة حابس,negative,1
Facebook,Pannes et coupures générales,سلام عليكم عندما نشكلة في خط الانترنت اتقطع او سرق الكابلات اشتكينا اتصلنا رانا في 5 ايام والنت مقطوعة لا احد جاء وصلح المشكل لما هذا التعقيد في الاصلاح ...واحنا مشتركين ....لا احد يرد,negative,1
Facebook,Pannes et coupures générales,انترنت عندها سمانة مكاتش طاح كابل ولا تقطع لليوم مركبوهش هذي خدمه هذي,negative,1
Facebook,Pannes et coupures générales,هل سعة التحميل محدودة او غير محدودة,interrogative,0
Facebook,Pannes et coupures générales,شحال يدير,interrogative,0
Facebook,Pannes et coupures générales,للدوك مفهمتش واش لمقصود بالمحتوى ؟,interrogative,0
Facebook,Pannes et coupures générales,شبعتونا خرشف لالين حابسة عندها 6 ايام طالع هابط عليكم لحد ساعة مترقلتش خاسر قريب مليون وانا نعيطلكم,negative,1
Facebook,Pannes et coupures générales,آكتر من أسبوع وشبه الانترنت تاع هده الشركة غير متوفرة.,negative,1
Facebook,Pannes et coupures générales,رانا فالشهرين بدون انترنت و يقولك اسنا الفيبر و خلاص مع العلم رانا مسلكين الاشتراك الشهري,negative,1
Facebook,Pannes et coupures générales,5اشهر الأن متوقف عندنا,negative,1
Facebook,Pannes et coupures générales,هاتف تابت متوقف مندو اسبوع مع الانترنات ولا حياة لمن تنادي اتصالات عنابة (البوني),negative,1
Facebook,Pannes et coupures générales,Smile Sam نفس مشكل,negative,1
Twitter,Pannes et coupures générales,نعاني من  قطع  في  الانترنت  شهر  بعد ما اخبرنا  أنه تم  سرقة  كابلات النت  هل  هذا  مبرر  لسوء  الخدمة  التي  لم  نجد  لها لا  مجيب  ولا  حتى  صيانة,negative,1
Facebook,Pannes et coupures générales,Kha Oula اه تسما دزاير ڤاع وماعلابلكش وقتاه تولي,negative,1
Facebook,Pannes et coupures générales,Amira Ben حتى حنا نضنا صباح مكانش ف لاسيتي كاملة,negative,1
Facebook,Pannes et coupures générales,Kha Oula حنا في باش جراح حومة كومپلي مكاش ملبارح فليل,negative,1
Facebook,Pannes et coupures générales,كنكس راها مقطوعه شاكاين,negative,1
Facebook,Pannes et coupures générales,ردو علينا بريفي من الصباح قاطعين كونكسيو,negative,1
Instagram,Pannes et coupures générales,علبيها انترنيت 4g مقطوعة اليوم ولحد الآن مكانش ,negative,1
Instagram,Pannes et coupures générales,راهي مقطوعة انترنت علاه ماتبلغوناش قبل,negative,1
Facebook,Pannes et coupures générales,ردونا انترنت قطعتوها علينا ديب منير,negative,1
Facebook,Pannes et coupures générales,Salam depuis l'après-midi la connexion est coupée,negative,1
Facebook,Pannes et coupures générales,رجعونا الانترنات علاه قطعتوها علينا عيب عليكم,negative,1
Facebook,Pannes et coupures générales,كاين مشكل في تطبيق idoom مند 15 يوم مايتفتحش,negative,1
Facebook,Pannes et coupures générales,probleme app + le site,negative,1
Facebook,Pannes et coupures générales,سمير وي مزال مارجعتش,off-topic,0
Facebook,Pannes et coupures générales,مشكل في 1.200جيق فيبر مدام نوكيا مخرج الانترنت 1جيق فقط كفاش راح تحلو هذا مشكل ومشكل ثاني فضاء الزبون ميمشيش مندو شهر,negative,1
Facebook,Pannes et coupures générales,فضاء الزبون علاه منقدروش نسجلو فيه رانا نرسلولكم في الخاص ومتجاوبوش علاه,interrogative,1
Facebook,Pannes et coupures générales,طلقونا ADSL رانا ب 4 ايام بلا cnx. و راني نرسلكم في الخاص. ما سقاش تقولولي راسلنا في الخاص بدراهمنا وترخسو فينا. مرسلتوناش حتى رسالة اعتذار ولا درتو بيان.,negative,1
Facebook,Pannes et coupures générales,أين نت السريع.... ارحم عقولنا,negative,0
Facebook,Pannes et coupures générales,كي تكون عندي أنترنت كما الناس سرعة الانترنت منعدمة tv بوكس ما يمشيش للأسف,negative,0
Facebook,Pannes et coupures générales,اطلقونا كونيكسيو تاع idoom fh,negative,0
Facebook,Pannes et coupures générales,تجي الانترنت ثانية فقط و تقطع,negative,1
Facebook,Pannes et coupures générales,John Wick لالا مكان والو بعثتلهم ف لاباج تعهم ماردوليش واش كاين خلاوني معلق,negative,0
Facebook,Pannes et coupures générales,ياو 5 شهر وحنا نعانو لدرك قسنطينة حي dnc,negative,1
Facebook,Pannes et coupures générales,ولا حنايا زبون من الدرجة الرابعة .وحنا لي شهور وحنا بلا انترنت ، شكون يعوضنا .,negative,1
Facebook,Pannes et coupures générales,حي شنوي محمد.#بلدية الحطاطبة# ولاية تيبازة.. نعاني من نقص تدفق الانترنت @الجيل الرابع@ تم وضع عموود الانترنت خاص اتصالات الجزائر الا انه لايوجد تدفق مع العلم ان المسافة التي تفصلنا عنه 2كلم قدمنا شكاوي للمصالح المختصة المتواجدة في دائرة القليعة و في ولاية تيبازة والبلدية لكن لا حيااة لمن تناادي . نريد الحلوول في اقرب وقت ..وشكراا..,negative,1
Facebook,Pannes et coupures générales,كزبون لإتصالات الجزائر 4G LTE B310 منذ 2017، عانينا من هذه الإضطرابات المتكررة منذ الخميس الماضي و لم نستفيد حتى جيقا كتعويض لحد الآن !!!,negative,1
Facebook,Pannes et coupures générales,Pour le moment makan Walo safi 2 jour makach la cnx,negative,1
Facebook,Pannes et coupures générales,"مكاش منها، شركة فاشلة 100/100, وقع عندي خلل modem fibre وانقطعت الانترنت منذ 17 يوما و رحت إلى وكالة العطاف نشتكي و قاعدين يتمسخرو بيا وعيطت لهم شحال من مرة كيف كيف وضركا ماراهمش يحبو يهزو عليا التلفون، املا استسلمت للأمر الواقع و رحت فلاشيت مودام 4g فلاشيت جيزي وتهنيت""=",negative,1
Facebook,Pannes et coupures générales,بينغ في ADSL أصبح كارثة,negative,0
Facebook,Pannes et coupures générales,رانا في أربعة أيام بدون أنترنت متى الحل !!!,negative,1
Facebook,Pannes et coupures générales,Algérie Télécom - إتصالات الجزائر مزال كاين خلل في مودام 4g,negative,0
Facebook,Pannes et coupures générales,متعوضولناش حنا تع adsl كي يسرقو cable ونباتو اسابيع بدون انترنت حتى تصليح العطب ؟؟؟,interrogative,0
Facebook,Pannes et coupures générales,Hna mzl mamchach,negative,0
Facebook,Pannes et coupures générales,سلام عليكم لحتى الان مرجعتش الانترنات هل من حل؟,interrogative,1
Facebook,Pannes et coupures générales,مشترك دفع مستحقات شهر خدمة في ١٩ أكتوبر حدث انقطاع في ٢٢ أكتوبر إلى حد الساعة ١٥ ديسمبر والانقطاع قائم والمشترك على مرمى حجر من المؤسسة المعنية في عاصمة رابع أكبر ولاية كثافة سكانية بالوطن,negative,1
Facebook,Pannes et coupures générales,راني شعلت مودام ومكاش كونيكسيو,negative,1
Facebook,Pannes et coupures générales,كونكسيو ميتة,negative,1
Facebook,Pannes et coupures générales,7 أشهر بدون إنترنت,negative,1
Facebook,Pannes et coupures générales,"تطبيق راه حابس ",negative,1
Facebook,Pannes et coupures générales,اليوم فليكسيت فالمودام مكانش انترنيت لحد الساعة ما هو السبب,negative,1
Facebook,Pannes et coupures générales,كيفاه نشاهدوه وحنى ماعندناش الانترنات أطلقوا الانترنات ضك نشاهدوه,interrogative,1
Facebook,Pannes et coupures générales,من فضلكم من فضلكم من فضلكممرجعتش فيه الانترنت مودام 4G E593s,negative,1
Facebook,Pannes et coupures générales,Pas de connexion depuis 5 jours. Awards pire fournisseur de service internet,negative,1
Facebook,Pannes et coupures générales,حنا سرقولنا الكابل تقريب عام ورانا نسلكو في الاشتراك عادي وماعوضوناش,negative,1
Facebook,Pannes et coupures générales,وانا شكون يعوضلي كي سرقوا الكابل تاع الحومة عندها 3 اشهر.. اشتكينا مي لا حياة لمن تنادي... و زيد يبعثولنا فاتورة الاشتراك؟!!!,interrogative,1
Facebook,Pannes et coupures générales,حتى ADSL kif kif,negative,0
Facebook,Pannes et coupures générales,راها مقطوعة,negative,1
Facebook,Pannes et coupures générales,مزالت تقيلة,negative,1
Facebook,Pannes et coupures générales,بعد عودة الشبكة سرعة الأنترنت أصبحت لا تتجاوز 500 كيلوبايت في الثانية,negative,1
Facebook,Pannes et coupures générales,علابيها لقيت 5Go مكاش عوض من و نحي من,negative,1
Facebook,Pannes et coupures générales,Derrière Chaque انا مزال مولتش عنظي كونكسيو شا لازم ندير,suggestion,1
Facebook,Pannes et coupures générales,Algérie Télécom - إتصالات الجزائر ياشهندة ختي رجعولنا لكونيكسيو على وجه ربي اسيدي,negative,1
Facebook,Pannes et coupures générales,هل من حلB310 ثقيلة بزاف,negative,1
Facebook,Pannes et coupures générales,مكانش عندنا كامل,negative,1
Facebook,Pannes et coupures générales,ADSL tani fi hala,negative,0
Facebook,Pannes et coupures générales,كونيكسيو ضعيفة جدا مع الاسف,negative,0
Facebook,Pannes et coupures générales,واش فايدة الجيغات ان كانت سرعة التدفق حلازونية,negative,0
Facebook,Pannes et coupures générales,اطلقونا غير كونكسيون مليحة بزاااف,negative,0
Facebook,Pannes et coupures générales,وحنا ثاني تاع dsl محبش يمشي,negative,1
Facebook,Pannes et coupures générales,رجعولي كنكص اديسال هبلتوني اااااه ربي,negative,1
Facebook,Pannes et coupures générales,مودام ميمشيش ويشكرو في بعضاهم,negative,0
Facebook,Pannes et coupures générales,الشجرة التي تغطي الغابة : تطبيقكم my idoom و فضاء الزبون لا يعملان منذ أسابيع، بالرغم من التواصل معكم عدة مرات عبر المسنجر و لا حياة لمن تنادي,negative,1
Facebook,Pannes et coupures générales,محبش يمشيلي ؟؟ كامل هاك ولا غير انا,interrogative,1
Facebook,Pannes et coupures générales,اين الفائدة من الجيغات والسرعة كارثة لا تتعدى اثنين ميغا كيف كيف كيا هيا كي السرعة المنخفضة,negative,0
Facebook,Pannes et coupures générales,اتصالات الجزائر دائما = 0000  عطل يدوم سنتين ( 24شهرا ) ولا شيء تحرك؟؟؟ في العالم تنقطع خدمة عندما متخلص عند اتصالات الجزائر تنقطع خدمة عندما تخلص !!!,interrogative,1
Twitter,Pannes et coupures générales,مراهيش تمشيلنا كامل ريزو عيان ڨراف,negative,1
Facebook,Pannes et coupures générales,وجماعة ADSL كلاهم البحر حنا تاني راهي مقطوعة من يوم الاربعاء لي فات ولحد الان مكانش انترنت,negative,1
Facebook,Pannes et coupures générales,وينتا ترجع تمشي النت 4g,negative,1
Facebook,Pannes et coupures générales,السلام عليكم خاوتي عندي مودام 4g مازالت مقطوعة إلا غاية اليوم,negative,1
Facebook,Pannes et coupures générales,و لي راه عنده الانتيرنات بلالياف راه حابس كتر من عشرين يوم و حتي حاجة ماندارات كيفاشّ؟,interrogative,1
Facebook,Pannes et coupures générales,البارح يوم كامل بلا كونكسيو مقطوعة كفاه درنا ؟,interrogative,1
Facebook,Pannes et coupures générales,رجعو الانترنت رانا ريحين في سمانة,negative,1
Facebook,Pannes et coupures générales," نعاني من انقطاعات متكررة ليوم او يومين دون تعويض اولاد فايت بلاطو ",negative,1
Facebook,Pannes et coupures générales,رجعونا الكونيكسيو 臘‍♀️,negative,0
Facebook,Pannes et coupures générales,رجعوا الانترنت مقطوعة مند 12 يوم,negative,1
Facebook,Pannes et coupures générales,رجعونا لكونيكسيو,negative,0
Facebook,Pannes et coupures générales,Algérie Télécom - إتصالات الجزائر مزالت معطلة,negative,0
Facebook,Pannes et coupures générales,نفس المشكل انا تاني ملي راحلي نهار لخميس لحتي ليوم مزال,negative,1
Facebook,Pannes et coupures générales,انقطاع في ولاية مسيلة مستمر لاحد ساعة,negative,1
Facebook,Pannes et coupures générales,ركم محبسينها في 5 ايام ومازال ما بان والو,negative,1
Facebook,Pannes et coupures générales,انقطاع الانترنت منذ الفترة الصباحية في العاصمة ! أين الخلل ؟؟؟؟,interrogative,1
Facebook,Pannes et coupures générales,4glلحد لان منذ الخميس الماضى لاتوجد انترنت,negative,1
Facebook,Pannes et coupures générales,Nchlaah traj3olnaa cnxx man sbah mkan wlo!!!!!,negative,1
Instagram,Pannes et coupures générales,مقدرناش نشوفو الأنترنت السريع هادا قتلتونا بالهدرة او نحاس لمصدي,negative,0
Instagram,Pannes et coupures générales,من ذلك اليوم والانترنت مقطوعة لحد هذه الساعة 17سا يوم 16| 12|2024 ماهو الحل الان,negative,1
Facebook,Pannes et coupures générales,وين راهم لمودام راهم مقطوعين عندنا في سوق اهراس,negative,1
Facebook,Pannes et coupures générales,15يوم بلا انترنت,negative,1
Facebook,Pannes et coupures générales,من فضلك عين بنيان انقطعت عليتا الانترنيت اليوم رابع يوم ومتى تصلح ؟,interrogative,1
Facebook,Pannes et coupures générales,مودام 4g قريب اسبوع من يوم الخميس ماكنش ما العمل؟,interrogative,1
Facebook,Pannes et coupures générales,يوجد خلل في الشبكة بحي 2900 سكن سوق اهراس,negative,1
Facebook,Pannes et coupures générales,حي الجزيرة 126 مسكن مقابل العيادة بتمنراست بدون تغطية للشبكة بكل أشكالها سواءا 4G أو FTTH أو ADSL,negative,1
Facebook,Pannes et coupures générales,رانا في 4ايام بدون انترنت في ارزيورغم انا الفاتورة خالصة idoom,negative,1
Facebook,Pannes et coupures générales,واش صرا مودام b311 راه حابسين من البارح ؟؟,interrogative,1
Facebook,Pannes et coupures générales,خلل في حي 5جويلية في ولاية مسيلة انقطاع انترنت منذ 6ايام مودام حابس لماذ,negative,1
Facebook,Pannes et coupures générales,Adsl مقطوعة مند اسبوعين اتصلنا مصلحة الزبائن تكلمنا وطرحنا مشكلتنا في الخاص درنا كل الحلول ونفس المشكل,negative,1
Facebook,Pannes et coupures générales,معليش تخدمولنا العطب تاع الادياسال,negative,0
Facebook,Pannes et coupures générales,نعاني من انقطاع للانترنات منذ 5 ايام في المودام هل من توضيح ؟؟؟,interrogative,1
Facebook,Pannes et coupures générales,Aurelia Wren راهو صاريلي نفس المشكل عندي 5 ايام و انا نروح ليهم يقولولي السيستام حابس,negative,1
Facebook,Pannes et coupures générales,راه من البارح الانترنت مكانش ممكن توضح توضحولنا علاه قطعتوها,negative,1
Facebook,Pannes et coupures générales,اكتر من شهر و انا بدون انترنت ,negative,1
Facebook,Pannes et coupures générales,ادي نخلصو عن قرب غي رجعولنا كونكسيو خفيفة كما كانت,negative,1
Facebook,Pannes et coupures générales,النت مقطوعة عندي منذ أسبوع ماهو السبب,negative,1
Facebook,Pannes et coupures générales,اسبوع وحنا نعانيو من خدمة 4جي...والله بهدلتوو برواحكم,negative,1
Facebook,Pannes et coupures générales,en commence à en avoir mare avec les pannes répétitives de téléphone et d'internet franchement ça perturbe notre quotidien.,negative,1
Facebook,Pannes et coupures générales,عندهنا 3 اشهر بلا كونيكسيون..... و عندهم اكثر من شهر ملي خدمو بايط تاع الفيبر و ما كان والو لحد الان,negative,1
Facebook,Pannes et coupures générales,رجعولنا كونكسيو ، اكثر من اسبوع ومزال نفس الإشكال,negative,1
Facebook,Pannes et coupures générales,أسيد شهرة انا 11 يوم وهي مقطوعة,negative,1
Facebook,Pannes et coupures générales,رنا في 5 شهور بدون انترنت في اولاديعيش ولاية البليدة,negative,1
Facebook,Pannes et coupures générales,تطبيق my idom راه فيه مشكل,negative,1
Facebook,Pannes et coupures générales,الانترنت متوقفة على مستوى حي الحدائق الجلفة الرجاء التدخل و اصلاح العطل,negative,1
Facebook,Pannes et coupures générales,حي رابح مجنون ام الطوب لا انترنت و لا هاتف منذ مدة وعند الاتصال بالمصالح التقنية تكون الإجابة العطب في الكابل الكبير فأقول لهم غيروه يقولون لي الكابل الجديد غير موجود عندنا اذن فما الحل يا ترى؟,interrogative,1
Facebook,Pannes et coupures générales,ارواحو تخدمولنا في بوينان عدل 4500 حساينية احياء عدل جديدة بلا انترنت منذ 6 اشهر,negative,1
Facebook,Pannes et coupures générales,الانترنيت نقطوعة منذ يومين في حي 2600 مسكن عمروسة,negative,1
Facebook,Pannes et coupures générales,و حنا رانا بلا كونيكسيون ملي خونو لي كابل,negative,1
Facebook,Pannes et coupures générales,مازال مرجعتش الانترنت عندي,negative,1
Facebook,Pannes et coupures générales,حنا لحد الساعة مكانش لاكونكسيو مزالت مرجعت كفاش نديرو,negative,1
Facebook,Pannes et coupures générales,الأنترنت شبه منعدمة ..,negative,1
Facebook,Pannes et coupures générales,ياو سڨمولنا الكونيكسيو تاع الجيل الرابع راها سمانة وحنا عايشين فالضلمة ,negative,1
Facebook,Pannes et coupures générales,راهي مكانش كونكسيون عندنا,negative,1
Facebook,Pannes et coupures générales,Algérie Télécom - إتصالات الجزائر اليوم الثامن و مازالت معطلة راسلت عبر الصفحه في الخاص و اتصلت مرتين على رقم 12 و لا حياة لمن تنادي,negative,1
Facebook,Pannes et coupures générales,"معندناش الكونكسيو اهتموا بانشغالاتنا ",negative,1
Facebook,Pannes et coupures générales,"Vous êtes un mauvais partenaire depuis une semaine nous les habitants de la rue tlemcen oran ( montanica) nous sommes sans internet et téléphone fixe ont a réclamé dans vôtre page et chez les bureaux d'oran sans résultat. ",negative,1
Facebook,Pannes et coupures générales,"الإنترنات أكثر من أربع أيام مكاش في الحي لنسكن فيه وتقدمنا للوكالة قدمنا شكوى لكن لا جدوى ",negative,1
Facebook,Pannes et coupures générales,"أنترنت مقطوعة أكثر من أسبوع. ",negative,1
Facebook,Pannes et coupures générales,من فضلكم عالجولنا المشكل مودام 4G رانا فالاسبوع بدون انترنت,negative,1
