Réseau Social,Class,Commentaire client,category,urgent
Facebook,Réclamation service,Algérie Télécom - إتصالات الجزائر السلام عليكم من فضلك عندي تدفق ماءتين /200/ لكن عند عملية معرفة سرعة التدفق عمرها ماكانت فوق خمسين,negative,0
Facebook,Réclamation service,واش الفايدة تدفق 500 mn والمودم حدو 50,negative,0
Facebook,Réclamation service,تبقى كل شهر تسلك 50ألف ولا غير شهر برك,interrogative,0
Facebook,Réclamation service,Il faudrait d'abord revoir vôtre débit qui est aussi débile en fibres optiques soit disant.... Béjaïa le nouveau pôle la connexion est très obselete,negative,0
Facebook,Réclamation service,Offre Fibre optique 100Mbps tu recois 70 au max Usto Oran,negative,1
Facebook,Réclamation service,السلام، مشكلتي أني لم اتلقى أكثر من 30 ميغا في حين أني مشترك بتدفق 500 ميغا.,negative,1
Facebook,Réclamation service,عندي la fibre منذ تقريبا عام نخلص 2000da السرعة ما تفوتش 20 ميغا ماعلاباليش ننجم نطلع السرعة,negative,0
Facebook,Réclamation service,الصيانة مجانية ولا بدراهم سينياليت مشكل قالولي اشرينا كابل يدير 2500 دينار جزائري مع العلم تم تزويدي بلخدمة 15 يوم فقط هل هاذا قانوني والخيط لا يعمل ,negative,1
Facebook,Réclamation service,خمس شكاوي على الانترنت لا حياة لمن تنادي عندي خمسة ايام خمس مرات اذهب للوكالات جيراني عندهم وانا مكانش والمشكل مخلص 3 اشهر مسبق كرهنا,negative,1
Facebook,Réclamation service,Algérie Télécom - إتصالات الجزائر المدام فيبر اول اشتراك معكم قمنا بدفع 4560 ولكن مدام الان لا يستطيع تحمل سرعة 100 ميقا,negative,0
Facebook,Réclamation service,ديبي ناقص مع مودام اتصالات الجزائر ليس حسب العقد,negative,0
Facebook,Réclamation service,للمرة الالف ريقلولنا المودام الانترنت ضعيفة جدا جدا,negative,1
Facebook,Réclamation service,نعيط 1500 باه نشارجي لكارت تقولي الخدمة غير متاحة,negative,0
Facebook,Réclamation service,راني في عام نخلص عبر بريدي موب معطاوني حتى bonus,negative,1
Facebook,Réclamation service,مدة وانا نستخدم الدفع الالكتروني لم استفد من اي bonus لي راكم تحكوا عليه,negative,1
Facebook,Réclamation service,الحل هو إخفاء صفحة إتصالات الجزائر في تطبيق فايسبوك حتى لا تقع لدينا أزمة قلبية و نحافظ على صحتنا العروض موجودة و مكانش ليطبقها للأسف و مع الأسف عطل في adsl منذ نهاية شهر سبتمر إلى اليوم و ماحبوش يركبوا لي الفيبر الذي إقترحوه لي و إشتركت فيه,negative,0
Facebook,Réclamation service,خلصت و ما عطيتوني حتى بونيس,negative,0
Facebook,Réclamation service,لم لم تحلو مشكلتي ؟,negative,0
Facebook,Réclamation service,樂 تقديم اموال مقابل خدمات وهمية.,negative,0
Facebook,Réclamation service,والله مايسعى دايما نسلك قبل الوقت وبالدفع الالكتروني جامي عطيتونا بونيس بركاكم من الخرطي,negative,0
Facebook,Réclamation service,ما فائدة الدفع والمصالح التقنية تنتقم من الزبائن !؟!,negative,0
Facebook,Réclamation service,4 سنوات وحنا نخلصو فالدار ماشفنا حتى bonus,negative,1
Facebook,Réclamation service,انا لم استفد من البونيس عدة مرات,negative,0
Facebook,Réclamation service,Algérie Télécom - إتصالات الجزائر والله مكان منها لا بونيس لا هم يحزنون..... عامين وانا نخلص عن طريق eccpوmy idoom والله مازدولي نهار ولا دقيقة,negative,1
Facebook,Réclamation service,ايام اضافية مكانش منها جامي زدتو حاجة,negative,0
Facebook,Réclamation service,خلصتو وراني منحيه من لبريزى على قوة الشبكة تاعكم قسما بالله العضيم لخصارة كبيرة,negative,0
Facebook,Réclamation service,عندي عوام و راني نخلص بالانترنت و لا بونيس و لا شيء,negative,1
Facebook,Réclamation service,حنا خلصنا 260 ألف ورانا في شهر نقارعو مكان والو مين رحنا نشكو قالك تاع لي يتبتو راهم في إضراب,negative,0
Facebook,Réclamation service,حنا خليتونا مع adsl هاتولنا فيبر برك نخلصوكم حتى 500 الف للشهر لحقولنا برك,negative,0
Facebook,Réclamation service,انا نخلص 100 و تلحقني عشرين . هادا عيب كبير . كامل التعليقات سالبة,negative,1
Linkedin,Réclamation service,للأسف لا يوجد رد وفرع الاتصالات الموجود هنا أين يوجد العطب لا يقومو باصلاح العطب كيف يمكنني الاتصال بكم شكراثضن,interrogative,0
Facebook,Réclamation service,يهدكم ربي راهي ما كانش في تبسة راكم تلعبو بينا رحت ليهم ليوم و امس ماكانش العرض هذا Algérie Télécom - إتصالات الجزائر,negative,1
Twitter,Réclamation service,سرعة الانترنات سيئة يتخللها تقطعات مع اننا ندفع مستحقاتها بانتظام,negative,0
Facebook,Réclamation service,عندي فيبر و مودام نوكيا مي ديبي ما طلعش كيما الاشتراك 300ميغا و بقي لا يتعدى 40ميقا ما هو السبب،؟!,interrogative,0
Facebook,Réclamation service,مشكلة تلفون علاه نخلصو كل شهرين 60 الف هذي مشكلة ديرولها حل,negative,0
Instagram,Réclamation service,ما الفائدة و الانترنت مقطوع في الحي منذ اكثر من شهر,negative,1
Instagram,Réclamation service,كاين خلل، العملية لم تتم بنجاح,negative,0
Facebook,Réclamation service,"الهاتف مقطوع منذ أسبوع اتصلنا بالرقم 12 في كل مرة يبعثو رسالة نصية أن المشكل قد تم حله. و هو لم يفعلو أي شيئ. معلقين ميثاق خدمة الزبائن في الباب و تضلو تهدرو تهدرو على الجودة. و كي انقطع الهاتف ما حبيتوش على الأقل تعلقو الفاتورة مازلنا نخلصو فيها و الهاتف مقطوع. و ليست المرة الأولى* ",negative,1
Facebook,Réclamation service,دخلونا الانترنت رحمة على والديكم باش نولي كيما الغاشي.... مزالنا في العصور الوسطى,negative,1
Facebook,Réclamation service,راني نعاني من إنقطاع الأنثرنت ..بعتلكم المعلومات في الميسنجر.,negative,0
Facebook,Réclamation service,خههه والله غير عندي الانترنت تقول عليها سينيال تجي وتروح تقول مدايرين فينا مزية الكونيسيو تعيف,negative,0
Facebook,Réclamation service,مكان لا سرعة لا والو نخلص 100 ميغا و تلحقني 10 ميغا,negative,1
Facebook,Réclamation service,المهم لي طاح في الفخ بصحتو يقعد يخلص فاتورة تاع 500 ميغا و ما يقدرش ينزلها,negative,0
Facebook,Réclamation service,طلعت لافيتاس تاع لانترنت من 60 لل 120 ميغا كي خلصت شهر عطاوني 21 يوم برك ماشي 30 يوم مع العلم خلصت تاع 120,negative,1
Facebook,Réclamation service,مكانش منها خدمة سيئة في تعبئة الالكترونية تخلص و من بعد تجي فاتورة بلي ماشي مخلص,negative,0
Facebook,Réclamation service,"لي جامي كان مشترك ",off-topic,0
Facebook,Réclamation service,غريب أنه هناك ترويج المنتوج او عرض و هو غير موجود في عندكم، لا يوجد المودام,negative,0
Facebook,Réclamation service,اتصالات الجزائر راني عطيتكم الدليل في الخاص كمل معايا,negative,0
Facebook,Réclamation service,دايما نخلص دفع الكتروني و لا مرة استفدت من bonus !!,negative,0
Facebook,Réclamation service,Bonus وين راه مكانش,negative,0
Facebook,Réclamation service,انا طلعت تدفق انترنات من 15 الى 20 عبر تطبيق my idoom لاكن سرعة لم تتغير,negative,1
Facebook,Réclamation service,خلصت الانترنت وما عطاوني حتى bonus,negative,0
Facebook,Réclamation service,خلصت الشهر الفائت ولم أتحصل على Bonus اين هي المصداقية,negative,0
Facebook,Réclamation service,ريڨلو 4g برك و ما تفورسوش رواحكم,negative,0
Facebook,Réclamation service,خصني مودام wifi 6 راني نعاني بالقديم راني نخلص ف 1giga 2 و نكونكتي ب 50 méga حرام,negative,0
Facebook,Réclamation service,خلصت 1600 ألف ADCL أعطاني 25 يوم فقط مالسبب,negative,0
Facebook,Réclamation service,لالين كاينة و فالسيت يقلي خطكم غير مؤهل ؟,interrogative,0
Facebook,Réclamation service,انتظر الرد حول انقطاع الانترنيت,negative,0
Facebook,Réclamation service,algerie telecom son grand problème c au niveau de ses services technique côté commerciale mâcha Allah communication aussi mâcha Allah,negative,0
Facebook,Réclamation service,"دفع الفاتورة بالذهبية معطل منذ مدة ، تجي رسالة "" لم تتم العملية بنجاح """,negative,1
Facebook,Réclamation service,جامي شفت ارباح من دفع الكتروني,negative,0
Facebook,Réclamation service,اخي عندي مشكل مع التقنين في بلدية السانيا اخد خطي لي الهاتف واعطوه لاحد آخر ولا يريدون اصلاح ما عملو وانا من 19 اكتوبر بدون خط,negative,1
Facebook,Réclamation service,عندي مشكل و قد قمت بكتابته في الخاص,negative,0
Facebook,Réclamation service,Service catastrophique malheureusement dérangement depuis 4mois mais rien ne bouge des réclamations pour rien,negative,1
Facebook,Réclamation service,نطلب عودة خدمات الانترنت,negative,0
Facebook,Réclamation service,ديما نخلصو ببريدي موب .. و ما عطيتونا حتى يوم اضافي .. ديما 29 يوم !,negative,1
Facebook,Réclamation service,خلصت البارح الدراهم خرجو و الكونيكسيو مكانش,negative,0
Facebook,Réclamation service,Veuillez prendre ma préoccupation en charge,negative,0
Facebook,Réclamation service,واش فايدة من العرض هدا ولفيبر مكانش,negative,0
Facebook,Réclamation service,"الواحد راه يخلص 300 ميغا يكونكتي ب 30 ميغا ",negative,1
Facebook,Réclamation service,يدفع 500 da و بعد تقلعلو الجلد كل شهر,negative,0
Facebook,Réclamation service,مخلصين تدفق 50 ميغا وتلحقنا 50 مكانش زيادة الى 60 ميغا,negative,0
Facebook,Réclamation service,ياخويا اطلقوها برك والله لابيس ثقيلة بزاف ولادنا يقراو بيها مالقيناش الحل,negative,1
Facebook,Réclamation service,"ياخويا حنا رانا في شهر كلش راكب الباطا و رقم الباطا ومزال مكاين والو والله هرمنا ",negative,1
Facebook,Réclamation service,يااخي راه عندي مدة وانا انتضر ردكم في الخاص الرجاء الرد,negative,0
Facebook,Réclamation service,"كل مرة ندير طلب رفع سرعة التدفق الى 20 m لكن لا حياة لمن تنادي. ",negative,0
Facebook,Réclamation service,بصح راها ثقيلة كونكسيو في ادوم 4g نحوسو على سرعة و الجودة مشي لي جيڨا,negative,0
Facebook,Réclamation service,"مليحة بصح كي تكون انترنات مليحة ماشي 1.3kbps ",negative,0
Facebook,Réclamation service,واش الفايدة من 150 جيغا و الريزو مكانش+Gif,negative,0
Facebook,Réclamation service,مشكل سرعة التدفق بطيئ ،اما كمية الانترنت حتى راها تبقى عندي اكثر من نصف العرض,negative,0
Facebook,Réclamation service,تقدمت بالعديد من الشكاوي بخصوص انخفاض سرعة التدفق و لكن لحد الساعة لم يتم حل المشكل أرجو التوضيح أكثر,negative,0
Facebook,Réclamation service,"بصح وعلاش كي نروحو نشريو مودام 4g يحتمو علينا pack Algérie Télécom - إتصالات الجزائر ",negative,0
Facebook,Réclamation service,Débit réduit combien après les 150 G,negative,0
Facebook,Réclamation service,"المودام مغلق منذ زمن بسبب رداءة التدفق. بداية الشهر ب150gb ونهايته ب149.9gb. لو أنكم تحترمون شروطكم حين تقول ""تدفق مرتفع "" ",negative,1
Facebook,Réclamation service,كانت مليحة الشهر هذا زبلة ندمت فليكسيت فيه,negative,0
Facebook,Réclamation service,فضاء الزبون راه معطل على تطبيق ماي ايدوم وعلى الموقع,negative,0
Facebook,Réclamation service,"مودم رهو يدير مليون في وكالة  يمدلك 6 شهر أنترنت ومودم مكانش وقت ضرك مودم تع 4500  أجباري عليك تشري مودم مليون ",negative,1
Facebook,Réclamation service,"نهار تحسنو تدفق و سرعة انترنت  الصح في جودة ماشي الكمية ",negative,0
Facebook,Réclamation service,مشكل في سرعة التدفق بطيئة جدا جدا الفيسبوك و ماكانش في عين حامد باينان أرجوا منكم إصلاح هذا الخلل,negative,1
Facebook,Réclamation service,عندي اشتراك فيبر 120 mbs بصح في الحقيقة متطلعش فوق 30 mbs ماهو السبب؟,negative,1
Facebook,Réclamation service,يا افهمو غالية ب 1500 دج,negative,0
Facebook,Réclamation service,"تدفق منخفض درنا شكوى ومكاين والو مزالت ثقيلة هي هي موديم ميصلحش ولا انصح به ",negative,0
Facebook,Réclamation service,Svp prendre en charge mon cas signalé en privé merci d'avance,negative,0
Facebook,Réclamation service,Algérie Télécom - إتصالات الجزائر ارسلت كل المعلومات اللازمة و تم الإتصال هاتفيا و لكن لحد الآن لم يتم تسوية المشكل,negative,0
Facebook,Réclamation service,اتصالات الجزائر راني في 15 يوم وانا عناني معاكم قتلتوني غير تواصل معنا في الخاص وكي نتواص تقولولي لقدم رفع انشغالكم ياو خاصني حل مع الوكالة نتاع Algérie Télécom - إتصالات الجزائر قالمة,negative,1
Facebook,Réclamation service,رجعولنا تاع نخلصوا 6 اشهر عندك شهر باطل,suggestion,0
Facebook,Réclamation service,لحقولنا لفيبر,negative,0
Facebook,Réclamation service,ريڨلونا الانترنات برك منسحقوش العروض,negative,0
Facebook,Réclamation service,التغطية ضعيفة جدا بالنسبة لمودام 4gفي حاسي. مسعود,negative,0
Facebook,Réclamation service,اناوخلصت عبر التعبئة الالكترونية ومكانش بونيس,negative,0
Facebook,Réclamation service,كرهنا ADSL,negative,0
Facebook,Réclamation service,رانا نعانيو مع لا ADSL تتفرج فيديو يطلع النهار,negative,0
Facebook,Réclamation service,ارواحو اخدمو باطة تاع adsl رانا نعانو نسلكو 20 ميڨا و نستهلكو 2 ميڨا جيران كل يشكو و زيد لباطة مكسرا محبيتوش تبدلوها كي تصب المطر تروح علينا كونكسيون نبقاو نستناو حتى تنشف من الماء اولاد جلال حي الازدهار طريق النجارة,negative,0
Facebook,Réclamation service,تخسرلي المودام شوك اليكتريك ماهو الحل؟؟؟؟,interrogative,0
Facebook,Réclamation service,ما فهمتش كيفاه ديرو العروض و ليمودام مكانش قريب عام؟؟ نشتركو بالهواء؟,negative,0
Facebook,Réclamation service,فهمونا كيفاش ديرو عروض كل الاسبوع و المودام مكانش دوختونا,negative,0
Facebook,Réclamation service,"نـتمنى مـن Algérie Télécom Bouira Algérie Télécom - إتصالات الجزائر التدخل ووضع حد لهذا الإشكال.تـذبذب كبيـر جـدا لاتصالات الجزائر هذه الأيام يشهدها سكان واد بـن عـياد، الأمـر الـذي يـؤرق المواطنين خـاصة وقد أصبحت الانترنت مصدر للبحث والتعلم للتلاميذ ونحن على فـترت الاختبارات ",negative,1
Facebook,Réclamation service,واش من الفائدة العروض و اغلب المشتركين مكانش التغطية الفيبر,negative,0
Facebook,Réclamation service,وكالة بوينان البليدة ترفض تزويد المشتركين الجدد بعرض 15ميغا.,negative,1
TikTok,Réclamation service,رقم الزبون لا يعمل,negative,0
Facebook,Réclamation service,سمعتونا كي رانا نقولولكم مودام راه مكانش,negative,1
Facebook,Réclamation service,اذا كان هاذ العرض يخص العاصمة بين لأنه رانا في عام ماكنش لي مودام في بسكرة,negative,1
Facebook,Réclamation service,مزال متوفر هذ المودام,negative,1
Facebook,Réclamation service,المودام غيرمتوفر,negative,1
Facebook,Réclamation service,الفايبر غير متوفر,negative,1
Facebook,Réclamation service,مني شريت مودام idoom 4g lite جديد لاحب ريزو يقوى سرعة توصل 3ميقا برك اعطونا حل,negative,0
Facebook,Réclamation service,Makache manha f gdyel rahome yakhlsou 1 mois d'abonnement,negative,0
Facebook,Réclamation service,",المشكل في نقص التنين",off-topic,0
Facebook,Réclamation service,"الرجاء اصلاح فضاء الزبون ",negative,0
Facebook,Réclamation service,Andi 60 mega twsalni 15 mega le reste win rah,negative,1
Facebook,Réclamation service,قالك ال30 ميغا وهي دايمن في 2.7 ميغا وين راهي 27.3 ميغا,negative,1
Facebook,Réclamation service,عندي أنترنلت ألياف بصرية FTTH عالية التدفق 1.2 جيغل، لكن أنقطع . الأن ضوء أحمر في نقطة los,negative,1
Facebook,Réclamation service,ندمت درت طلب لربط منزلي ب adsl عادية تلفون طلقوه وكونيكسيون هذي 15 يوم لي خلصت ما كانش تعبت وانا نشتكي وديت لهم مودام عاودو له configuration وقالولي درك يعيطوا له اذا راه يمشي صح مراهش يمشي يجوا لعندك لدار يشوفوا الخلل ايا راني نستنى كي تكمل شهر لي خلصت عاد يبانوا لي اصلا 15 يوم مشات ولم نستغلها درك ما نزيدش نشتكي كرهتونا في جد الانترنت,negative,1
Facebook,Réclamation service,Installation kayen fibre makach,negative,1
Facebook,Réclamation service,العلبة الخارجية موجودة ولكن التوصيل الى المنازل متوقف منذ عام تقريبا,negative,1
Facebook,Réclamation service,عندنا حتى 4G ومزال مدبدب,negative,0
Facebook,Réclamation service,المودم الخاص بي لا يتجاوز 1 جيغا بينما اشتراكي 1.2 جيغا,negative,0
Facebook,Réclamation service,راسلتكم على الخاص بخصوص تطبيق مي ايدوم الذي لايفتح وحساب فضاء الزبون ايضا ولم اتلقى منكم جواب,negative,0
Facebook,Réclamation service,من فضلكم الرد الإنترنت بطئئ جدا من يوم الثلاثاء إلى يوم الإثنين ما المشكل مع العلم معنديش الفيبر إنما idoom adsl,negative,1
Instagram,Réclamation service,5 اشهر بلا انترنت 臘,negative,1
Instagram,Réclamation service,خيط قطعوه ورانا غيل نستنا ,negative,1
Instagram,Réclamation service,سرعة تدفق لا تتجاوز 256 klb,negative,1
Instagram,Réclamation service," Nous, habitants d'une coopérative à Belgaid (Oran) depuis 2010, nous n'avons ni téléphone ni internet. ",negative,1
Facebook,Réclamation service,Ma demande de migration est valider depuis le 6 octobre l'installation au domicile n'a toujours pas encore faite,negative,1
Facebook,Réclamation service,خلل تقني منذ تنصيب الخط بتاريخ 2024/10/19 إلى يومنا هذا,negative,1
Facebook,Réclamation service,"باش تفهمو عندي 500 ميڨا ، نروسوڥي 15/20 ميڨا ، وين راهي الفايدة ، ",negative,0
Instagram,Réclamation service,5 أشهر لا هاتف لا انترنيت,negative,1
Linkedin,Réclamation service,ompte un employer d'une agence atm vous dit je ne peux rien faire pour vous acause d'une perte de débit de 20 mbs à 1 mbs à rappelais que ma connexion et de 20 mbs sur papier et 1 mbs en real....,negative,0
Instagram,Réclamation service,"Bonjour, j’ai fait une demande d’abonnement fibre optique et j’ai réglé les 500 dinars et là ça va faire 48 heures. Personne m’a contacté pour l’installation et le branchement à mon appartement est-ce que c’est normal et pour la ville c’est Oran veuillez faire le nécessaire. Cordialement#",interrogative,0
Facebook,Réclamation service,لابليكاسيون عندها مدة راهي حابسة هل المشكل من المصدر,interrogative,0
Facebook,Réclamation service,0/10 خدمات في عين البيضاء ولاية أم البواقي طلبت أنترنت ولم تتم خدمته وشكرا,negative,1
Facebook,Réclamation service,الجودة بسلك نحاس تصب لمطر تروح الانترنت خليك من لعب الذر,negative,0
Facebook,Réclamation service,الفيكس حابس عند شهرين ولانترنات نخلص 15 m وتلحقلي2m رحت ليهم أكتر من 10 مرات عن اي جودة تتحدث,negative,0
Facebook,Réclamation service,Je paies un abonnement de 20m et je reçois un débit de 2m à longueur d'année et vous parlez d'excellence . On aura tout entendu !,negative,0
Facebook,Réclamation service,تطبيق ماي ايدوم لا يعمل منذ ايام,negative,1
Facebook,Réclamation service,مناش راضيين عن 4g,negative,0
Facebook,Réclamation service,ههه ولي مودام مكانش藍,negative,0
Facebook,Réclamation service,بصحتكم بصح احنا الانترنت و التلفون معندناش,negative,0
Facebook,Réclamation service,There's is no رضى الزبون rana fi chhr bla cnx khawti,negative,0
Facebook,Réclamation service,عندي كثر من شهر انا نهدر بلي لنترنات راهي ضعيفة معليش خط شكوة تاعك دوك يجيوك انت تقولي احترافية العمل منكم بصح ,negative,1
Facebook,Réclamation service,وشمن جودة و التغطية مكانش,negative,0
