Réseau Social,Class,Commentaire client,category,urgent
Facebook,Déploiement de la fibre,نطلب فقط ربطنا بالتقنية الجديدة الالياف البصرية، طال الحال,negative,1
Facebook,Déploiement de la fibre,حتى الفيبر احنا نستناو فيه قالك حطو الاعمدة وراحو واحنا نعتبر قلب المدينة اصبح خارج الولاية,negative,0
Facebook,Déploiement de la fibre,حنا الفيبر حبس بعيد علينا ب 100 متر اي في 7 اشهر و مكان والو,negative,1
Facebook,Déploiement de la fibre,"احنا لصڨوا لبايط و دارو ليهم الأرقام و مشاااااااو ، راهم فايت الشهر لا حس ولا خبر واش راهم يستناو ؟؟؟؟؟ ما نعرفوين راه هاد الفيبر ؟؟؟ رانا غير نسمعوا بيه ",negative,1
Facebook,Déploiement de la fibre,عنابة راهي تعاني مهمش يخدمو خلاه لحد الان موصلتش لفيبر وين سنكلو مازلنا في انترنت تع 2001,negative,1
Facebook,Déploiement de la fibre,نحن في قلب مدينة المسيلة وليس اطرافها وما زلنا ننتظر في IDOOM FIBRE,negative,0
Facebook,Déploiement de la fibre,بعض الأحياء في سيدي بلعباس تعاني من عدم توفر vdsl و FTTH الوتيرة بطيييييئة جدا,negative,0
Facebook,Déploiement de la fibre,اين هو الفيبر,negative,0
Facebook,Déploiement de la fibre,اين الفيبر؟ واين مودام الفيبر؟!؟,negative,0
Facebook,Déploiement de la fibre,اين الفيبر؟,negative,0
Facebook,Déploiement de la fibre,المودام كاين غير في الصور,negative,0
Facebook,Déploiement de la fibre,نحن على أبواب 2025 ومازال الكثير من القرى غير مزودة بالربط,negative,0
Facebook,Déploiement de la fibre,عام 2030انشالله,negative,0
Facebook,Déploiement de la fibre,وفرو الخدمة الالياف البصرية أولاا امبعد ساهل ديرو ترويج وناس ماعندهاش هاد الخدمة ديرو إشهار ليكم فقط بلي رنى حتى لتم ياو مكاين والو تاريخكم مع زبائنكم معروف غير مكاله,negative,0
Facebook,Déploiement de la fibre,حتى توفرو المودام و مبعد احكوا على العروض,negative,0
Facebook,Déploiement de la fibre,كي تربطو الحي نتاعنا بالفيبر من بعد ساهلة,negative,0
Facebook,Déploiement de la fibre,لحقولنا لفيبر برك ونشتركوو ف 1 جيڨا,negative,0
Instagram,Déploiement de la fibre,بلدية مشهورة و ذات صمعة ممتازة كيما رويبة مازال مادارولناش لافيبر والله غير راكوم تجياحو مرقتوها,negative,0
Instagram,Déploiement de la fibre,ف البلدية نتاعنا مكاش,negative,0
Facebook,Déploiement de la fibre,3andkom brk madiroch les offres hado ki ji la fibre,suggestion,0
Facebook,Déploiement de la fibre,وحنا كيفاه بلدية برج بونعامة ولاية تيسمسيلت مكاش,negative,0
Instagram,Déploiement de la fibre,عندنا بداو يركبو فيهم فأكتوبر قالك لمارس باه يكمل,negative,0
Facebook,Déploiement de la fibre,في الجزائر الف شخص مربوط بالفيبر وزوج ملاين شخص مربوطين ب ADSL وظال يشلحو الفيبر وعروض لي يديرو فيها واحد ما راه يشترك فيها لانهم جلهم عندهم ADSL,negative,0
Facebook,Déploiement de la fibre,نحن في قلب مدينة الجلفة في حي بربيح ولا زلنا ننتظر تزويدنا بالفايبر,negative,0
Facebook,Déploiement de la fibre,مادام ماكاش الفيبر لا جديد لا هم يحزنون ...,negative,0
Facebook,Déploiement de la fibre,"Jibolna les modemes te3 fibre yarham waldikom ",suggestion,0
Twitter,Déploiement de la fibre,هذا فاه شاطرين غير فالإعلانات عندنا في حينا بوفاريك حي بلوش شهرين دون نات سرقولنا الكابل قالونا في شركتكم نديرولكم الألياف و لحد الساعة مكان والو. غير الوعود و الهدرة فالفراغ.,negative,1
Twitter,Déploiement de la fibre,اين نحن من الفيبر، جماعة ADSL ،ستة عمارات من أصل 20 عمارة غير مربوطة بالألياف البصرية اللتي تبعد عن حينا ب100 متر,negative,0
Twitter,Déploiement de la fibre,La fibre c'est pour quand?,interrogative,0
Facebook,Déploiement de la fibre,دخلو لنا الفيبر امبعد ساهل‍نعلمكم أن تغطية جميع مناطق الوطن بالالياف البصرية من ضمن أولويات إتصالات الجزائر والتي نعمل عليها جاهدين حتى نتمكن من تزويدكم بها في أقرب الآجال. شكراً لتفهمكم ,positive,0
Facebook,Déploiement de la fibre,دخلو لنا الفيبر امبعد ساهل‍,negative,0
Facebook,Déploiement de la fibre,عقبولنا ومبعد ساهل,negative,0
Facebook,Déploiement de la fibre,vوفروا لمودام أمبعد ساهل,negative,0
Facebook,Déploiement de la fibre,وين راه الفيبر؟ رانا نستناو مكان والو,negative,0
Facebook,Déploiement de la fibre,المشكل ان خدمة الفيبر غير متوفرة,negative,0
Facebook,Déploiement de la fibre,2050 راح تكون متاحة للجميع اصبرو برك,negative,0
Facebook,Déploiement de la fibre,العروض كاينة و الفيبر مكانش,negative,0
Facebook,Déploiement de la fibre,وين راهي لافيبر وين راهي وفروها من بعد ساهل,negative,0
Facebook,Déploiement de la fibre,وين راه الفيبر مزال مالحقناش,negative,0
Facebook,Déploiement de la fibre,العروض كثيرة ومغرية بصح الفيبر مازال مالحقش مانعرف علاش أغلب الأحياء في ولاية تبسة لحقها الفيبر مي أنا في حي البلدية مازال ماكانش,negative,0
Facebook,Déploiement de la fibre,حتى عام 3000,negative,0
Facebook,Déploiement de la fibre,الفيلاج لي نسكن فيه مافيهش أصلا الأنترنت لا كابل نحاسي لا ألياف بصرية وبعاد على المدينة ب 5 كلم,negative,0
Facebook,Déploiement de la fibre,وصلونا الفيبر,negative,0
Facebook,Déploiement de la fibre,ياأخي عندنا لادياسال ولكن الفيبر ماكان حتى خبر عليه..هاجيبولنا الفيبر يرحم والديكم,negative,0
Facebook,Déploiement de la fibre,وصلونا fibre من بعد أحكولنا على العروض,negative,0
Instagram,Déploiement de la fibre,مازلنا ننتظر الألياف البصرية ونحن داخل المدينة,negative,0
Facebook,Déploiement de la fibre,ولايات تخدم وولايات راقدة ولايات كملو مع الفيبر وراهم مع البلديات والدوائر والمداشر وولايات اخرى مكملوش مع ولايتهم لحد الان,negative,0
Facebook,Déploiement de la fibre,#بلدية_النزلة_حي_الحرية_الى_متى_يتم_ربطه_بالالياف_االبصرية,negative,0
Facebook,Déploiement de la fibre,مزال موصلش للحي وكاين بزاف لي قدامنا وصلهم,negative,0
Facebook,Déploiement de la fibre,حنا مكانش لكوابل اصلا لا الفيبر ولا العادي نحس في رواحنا رانا من مكان اخر حي 100 مسكن لاسيتي ليوة .,negative,0
Facebook,Déploiement de la fibre,بسكرة وسط المدينة كل مافيهاش الألياف البصرية,negative,0
Facebook,Déploiement de la fibre,J'habite au centre ville de mostaganem et j'ai pas accès à la fibre je suis client de février 2007,negative,1
Instagram,Déploiement de la fibre,خصونا ليمودام فيبر في ولاية باتنة,negative,0
Instagram,Déploiement de la fibre,اين الوعد الذي اطلقتموه بأن 2024 ستكملون التغطية الجزائر بلالياف البصرية سوف تدخل 2025 وانتم لم تصل للهدف و ويعني ذالك فشل كبير羅羅羅,negative,0
Twitter,Déploiement de la fibre,نهار ديرونا الفيبر ومبعد ساهل,negative,0
Facebook,Déploiement de la fibre,جبلنا مودام,negative,0
Facebook,Déploiement de la fibre,بغليزان ،يوجد مجمع سكني بني مؤخرا يبعد حوالي 200 متر تم تركيب بلهم الألياف البصرية و مجمعنا المبني منذ 2012 لايوجد، مازلنا بـ ADSL ، تواصلنا مع وكالة غليزان، لكن لحد الساعة لا جديد..,negative,1
Facebook,Déploiement de la fibre,نريد الفيبر اتصالات الجزائر 梁,negative,0
Facebook,Déploiement de la fibre,Biskra quand la fibre,negative,0
Facebook,Déploiement de la fibre,بعد ما نموتو بش ديرولنا لفايبر,negative,0
Facebook,Déploiement de la fibre,في انتظار وصول الفيبر,negative,0
Facebook,Déploiement de la fibre,رانا غير نسمعو علي لافيبر مشنا ولووووو,negative,0
Facebook,Déploiement de la fibre,واحنا لمزال ملحقناش فايبر وين لحل؟ الجلفة راها متوقفة عملية التبديل من adsl الى فايبر اقول متوقفة متوقفة ما سبب ومتقولوليش جملتكم المشهورة تاع كوبي كولي (نعلمكم ان عملية التغطية...... عبر كامل التراب الوطني.....) وتكتبلي في الاخير اسم الفتاة لدرت كوبي كولي. اكرر متوقفة ما السبب؟,negative,0
Facebook,Déploiement de la fibre,في انتظار وصول الفيبر لوادي سوف بالكامل.,negative,0
Facebook,Déploiement de la fibre,اين الفيبر؟!؟ ولاية سوق اهراس محتكرين الفيبر الا في ولاية وسط وفقط ودوائر قريبة لاحياة لمن تنادي,negative,0
Instagram,Déploiement de la fibre,ديرولنا la fibre برك,negative,0
Facebook,Déploiement de la fibre,Fibre كاش واحد وصلوله الفيبر؟,interrogative,0
Facebook,Déploiement de la fibre,Algérie Télécom - إتصالات الجزائر في ولايتنا نسمعو غير ان كل شيء متوقف الى اشعار آخر بسبب عدم وجود معدات,negative,0
Facebook,Déploiement de la fibre,غير تفكرونا وارواحو ديرولنا لافيبر,negative,0
Facebook,Déploiement de la fibre,المودام غير متوفر في ولاية الجلفة منذ 6 اشهر ومبعد اهدر على الترويج,negative,1
Facebook,Déploiement de la fibre,الحي عندنا غير مزود بالخدمة متي تكون متوفرة,negative,0
Facebook,Déploiement de la fibre,"أوصلوا لنا هذا الفيبر بعين الدفلى قبل العروض ",negative,0
Facebook,Déploiement de la fibre,غير تفكرونا وارواحو زودونا بالخط,negative,0
Facebook,Déploiement de la fibre,وين هادي في بارك افوراج مكانش ADSL ومكانش,negative,0
Facebook,Déploiement de la fibre,علاش ديرو عروض ونتوما مش قادرين عليها,negative,0
Facebook,Déploiement de la fibre,المودام هدا تمدوه غير وين بسكن فلان أو فلان الأحياء الشعبية الزواولة هدوك مكاش ماتمدولهمش,negative,0
Facebook,Déploiement de la fibre,واش التمسخير هذا ان نحوس على المودام,negative,0
Facebook,Déploiement de la fibre,بدلونا الكوابل النحاسية و عوضوهم بالفيبر و من بعد ساهلة نشتاركو,negative,0
Facebook,Déploiement de la fibre,زاوية كنتة غير معنية بمشروع الفيير,negative,0
Facebook,Déploiement de la fibre,جيبو الموديم ومن بعد ساهل,negative,0
Facebook,Déploiement de la fibre,وصلونا الفيبر اومباعد ساهل,negative,0
Facebook,Déploiement de la fibre,عنابة اكبر ولايات و زيد وسط المدينة تعج بالناس و المحلات لكن فيبر مكانش علاه مانعرف,negative,0
Facebook,Déploiement de la fibre,جيبولنا الفيبر. وساهل الحال,negative,0
Facebook,Déploiement de la fibre,ونحن متى يصلنا هذا فيبر أوبتيك.....,negative,0
Facebook,Déploiement de la fibre,في بلدية تبسة حي جبل الجرف لحد الآن ما داروش الفييبر,negative,0
Facebook,Déploiement de la fibre,رانا نعانوا من التهميش والحڨرة الانترنت في حي 190حوان 1965(المونديال) لاتوجدوفي العمارات توجد مع أن العمارت تم تدشينهم وسكنهم بعد حيينا بسنوات,negative,1
Facebook,Déploiement de la fibre,الفيبر مازال مطول,negative,0
Instagram,Déploiement de la fibre,ياودي دنيا دارولهم كامل الفيبر الا حنا بالرغم اقدم مكان دايرين الانترنات شكينا قالولنا مكانش مشروع اصلا,negative,0
Facebook,Déploiement de la fibre,مكانش لنترنت في حي الزيادية ولاية قسنطينة,negative,0
Facebook,Déploiement de la fibre,وصلولنا الفيبر وامبعد الهدرة,negative,0
Facebook,Déploiement de la fibre,حنا مناطق الظل معندناش فايبر في قريتنا,negative,0
Facebook,Déploiement de la fibre,وصلوه ومبعد اهدرو,negative,0
Facebook,Déploiement de la fibre,انا ركبوها عندنا ملقري قرية بلدية صغيرة,positive,0
Facebook,Déploiement de la fibre,المشكل راكم تهدروا برك رانا فالبرج ماكاش قاع الفيبر.....مازالها ADSL.....,negative,0
Facebook,Déploiement de la fibre,كاين مناطق الضل كاش نهار تطلع عليهم الشمس ,negative,0
Facebook,Déploiement de la fibre,علبة الفيبر راكبة في الحي و لكن لا يوجد توصيل للمنزل للان,negative,1
Facebook,Déploiement de la fibre,وصلونا فيبر ومنبعدا كلش ساهل,negative,0
Facebook,Déploiement de la fibre,هادو لي هنا كامل دايرينهمم الفيبر 辰,positive,0
Twitter,Déploiement de la fibre,كي تغطيو المناطق اومبعد نهدرو,negative,0
Facebook,Déploiement de la fibre,"روحو شوفو حال الدوار و مناطق الضل رانا بعاد على اسم التطور .حتى 2G مزال موصلنهاش ",negative,0
Facebook,Déploiement de la fibre,متى يزود حي محمد عية بلدية قصر الحيران بالاغواط بالالياف البصرية,negative,0
Facebook,Déploiement de la fibre,الحي الترقوي طريق العزار لم تصلنا بعد خدمة الألياف البصرية,negative,0
Facebook,Déploiement de la fibre,j'ai un petit probleme l'orsque je veut me loger sur espace client nr l internet et mot de passe il me repete a chaque fois pour finaliser votre inscrip tion verrifier votr mail,interrogative,0
Facebook,Déploiement de la fibre,نعلمكم اننا نكثف من جهودنا من أجل مواصلة تعميم ونشر هذه التكنولوجيا على باقي مناطق الوطن سواء من خلال ربط السكنات الغير موصولة أو عصرنة الشبكة النحاسية واستبدالها بشبكة الألياف البصرية نعلمكم اننا نكثف من جهودنا من أجل مواصلة تعميم ونشر هذه التكنولوجيا على باقي مناطق الوطن سواء من خلال ربط السكنات الغير موصولة أو عصرنة الشبكة النحاسية واستبدالها بشبكة الألياف البصرية ,positive,0
Facebook,Déploiement de la fibre,حتى يكتمل ربط ومبعد ديرو عروض ترويجالعملية بطيئة بسبب قلة المقاولينيةالحفر تم المخادع وضعت بقي الربط ممكن في 2050 تلحقو,negative,0
Facebook,Déploiement de la fibre,كي تلحقو الفيبر من بعد ساهل,negative,0
Facebook,Déploiement de la fibre,مناطق الظل تبكي في صمت ,negative,0
Facebook,Déploiement de la fibre,بعد ان ابدينا ملاحظة : قامت المصالح التقنية لاتصالات الجزائر بعمليئة تهيئة الحفر لوضع خزانة ايدوم فيبر من خلال وضع االغلاف الاسمنتى الواقى ووضع غطاء حديدى على الحفرة مما يبدو الامر مقبولا ..والاشغال على قدم وساق لايصال الشبكة ..فشكرا لاتصالات الجزائر,positive,0
Facebook,Déploiement de la fibre,غريب امركم صراحه .. كيف يعقل ان الزبون لهذه الدرجه ماش عارف بلي وصلت عنده الياف بصريه . ياك الاشغال في الشارع والبيت والحفر وغيرها.,positive,0
Facebook,Déploiement de la fibre,كي يلحق الفيير وساهل,negative,0
Instagram,Déploiement de la fibre,هنا في الحي تعنا برج الكيفان قايدي كاين لفيبر و درنا طلب قالونا اصبرو مكش لي مودام عندنا خمس اشهر هكا و حنا رحلنا جدد modem nokia هل كاين حل لانو قع الحي راهم متاصلين غير احنا,negative,1
Facebook,Déploiement de la fibre,من 2023 وانتم تقولون لنا ان ربطكم بالالياف البصرية تكون بعد 3 اشهر ههههههه كفاكم وعودًا,negative,1
Facebook,Déploiement de la fibre,شارع من قبل لحبيب بورقيبة و مزال مدرتولناش فيبر adsl تمشي تحت الارض,negative,0
Facebook,Déploiement de la fibre,علبة الألياف البصرية PBO موجودة في الحي لكن في الموقع : خطكم غير مؤهل,negative,0
Facebook,Déploiement de la fibre,Nous ne sommes pas reliés à la fibre pas encore Biskra jusqu'à quand,negative,0
Facebook,Déploiement de la fibre,"2025 وما كاش الياف ",negative,0
Facebook,Déploiement de la fibre,خطكم غير مؤهل للاستفادة من خدمة الالياف البصرية في الوقت الحالي,negative,0
Facebook,Déploiement de la fibre,في انتظار توصيلنا بالفيبر .,negative,0
Facebook,Déploiement de la fibre,مزال مربطوناش بالفيبر,negative,0
Facebook,Déploiement de la fibre,وسط المدينة ولا يوجد الفيبر للاسف,negative,0
Facebook,Déploiement de la fibre,الفيبر ......... ساهل,negative,0
Facebook,Déploiement de la fibre,عروض الفيبر كاينة بصح الفيبر مكانش,negative,0
Facebook,Déploiement de la fibre,مزال التوصيل بالكامل واعمدة منتشرة هنا وهناك شوهت القري والمدن الزوخ والفوخ,negative,0
Facebook,Déploiement de la fibre,في حينا عدد السكان معتبر لكن لم يتم تزويد الحي بالانترنات لحد الساعة بالرغم من القيام بكل الاجراءات لكن لا جدوى,negative,1
Facebook,Déploiement de la fibre,السؤال المطروح لماذا ولايات مودام فيبر متوفر والعروض متوفرة ...وولايةمثل أم البواقي منذ شهر ماي 2023 غير متوفر ؟؟؟ الشركة لها إزدواجية فالمعايير,negative,1
Facebook,Déploiement de la fibre,والناس لي موصلتهاش لفيبر معدهاش الحق فالعرض هذا كأي مواطن جزائري آخر,negative,0
Facebook,Déploiement de la fibre,نحيطكم علما بأن ولاية أم البواقي مودام فيبر غير متوفر تماما منذ عدة أشهر,negative,0
Facebook,Déploiement de la fibre,شوقتونا بهذا الفيبر . لكن ما بيدنا حيلة. ما زلنا بالــ adsl. لا يوجد ببلديتنا لا خبر عن الفيبر.,negative,0
Facebook,Déploiement de la fibre,نحيطكم علما بأن ولاية تيزي وزو مودام فيبر غير متوفر تماما منذ جوان الحي مربوط ولكن مودام غير متوفر,negative,1
Facebook,Déploiement de la fibre,حنا نحلو على فيبر ومعطاوناش ولي مش يحوس تحلو فيه,negative,0
Facebook,Déploiement de la fibre,ارواحو اخدمولنا لفيبر وساهلة,negative,0
Facebook,Déploiement de la fibre,مودام فيبر غير متوفر منذ أكثر من خمسة أشهر في الجلفة,negative,1
Facebook,Déploiement de la fibre,هل يعقل قلب مدينة عنابة ما وصلهاش فيبر للان !!!!!,negative,1
Facebook,Déploiement de la fibre,مودام فيبر غير متوفر ولاية الجلفة,negative,0
Facebook,Déploiement de la fibre,جيبونا ليمودام عندنا قريب عامين و حنا نستناو في واد الوحش سكيكده,negative,1
Facebook,Déploiement de la fibre,وينا المودم ولاية الوادي رانا نعانو,negative,0
Instagram,Déploiement de la fibre,اين وعدكم بتغطية الجزائر كاملتا ب fiber,negative,0
Facebook,Déploiement de la fibre,جيجل ماكانش مودام ولا لافيبر في الكثير من الاحياء والله شبعنا,negative,0
Facebook,Déploiement de la fibre,جيبونا الموداااام ولاية الوادي,negative,0
Twitter,Déploiement de la fibre,كي توفروهلنا ممبعد ساهل,negative,0
Facebook,Déploiement de la fibre,قلب مدينة سطيف الفيبر لا يوجد,negative,0
Facebook,Déploiement de la fibre,"كي توفرو الفيبر ساهل نشتركو ",negative,0
Facebook,Déploiement de la fibre,"وفرولنا مودام الياف البصرية منو نوع zte رانا في 5 اشهر وحنل نستناو مكان والو  واش رايحين نديرو حنا ب مودام 4 جي سرعة تاعو 500 kb/s او عيب عليكم ",negative,1
Facebook,Déploiement de la fibre,رانا نحوسو علي المودام برك نتاع الفيبر,negative,0
Facebook,Déploiement de la fibre,تم ربط لاحياء جديد بالفيبر والقديمة مزالت لم تربط,negative,0
Facebook,Déploiement de la fibre,المودم غير متوفر في ولاية الوادي,negative,0
Facebook,Déploiement de la fibre,"واد غير بجاية  المكان أمعذان نحن ننتظر انجاز مشروع الألياف البصرية ",negative,0
Facebook,Déploiement de la fibre,Algérie Télécom - إتصالات الجزائر اي بركاو متمسخرو بناس جيبو ليمودام مبعدا ساهلة,negative,0
Facebook,Déploiement de la fibre,في بلدية برج الغدير ولاية برج بوعريريج الفيبر بالمعريفة والسلام عليكم,negative,0
Facebook,Déploiement de la fibre,تحويل المشتركين تدريجياً إلى تقنية الألياف لو نلاحظ تقدم الاشغال ولو بسرعة السلحفاة سنتفهم أنكم عاجزين و هذا ما تستطيعونه,negative,0
Facebook,Déploiement de la fibre,وصلونا الفيبر اومبعد ساهل,negative,0
Facebook,Déploiement de la fibre,جيبولنا الفيبر ومبعد ساهل .. هاذي سنوات وحنا نعانيو من ضعف الانترنت مع ADSL ,negative,0
Facebook,Déploiement de la fibre,"وفرولنا الفيبر في الحي تاعنايا اتصالات Algérie Télécom - إتصالات الجزائر ",negative,0
Facebook,Déploiement de la fibre,متى تعميم خطوط فيبر,negative,0
Facebook,Déploiement de la fibre,ماسمعناش بالفيبر,negative,0
Facebook,Déploiement de la fibre,رانا سامعين دخلو الفيبر وساهل,negative,0
Facebook,Déploiement de la fibre,جيبولنا الفيبر ومبعد ساهل .,negative,0
Facebook,Déploiement de la fibre,ارواحو اخدمولنا لفيبر وظرك نستمتعو,negative,0
Facebook,Déploiement de la fibre,بلدية مديونة ولاية غليزان مزال,negative,0
Facebook,Déploiement de la fibre,لم نسمع بالعرض لانه ليس لدينا fibre,negative,0
Facebook,Déploiement de la fibre,جيبولنا الفيبر ومبعد ساهل,negative,0
Instagram,Déploiement de la fibre,فيبر ف روحها ملقيتهاش فحومتنا,negative,0
Twitter,Déploiement de la fibre,وصلونا الالياف  البصرية وموش مشكل,negative,0
Facebook,Déploiement de la fibre,bonjour pourquoi vous prenez autant de temps pour raccorder le fibre optique enface l’hôpital de kouba abbas lghrour svp contactez moi,negative,0
Facebook,Déploiement de la fibre,اظن ان 80 بالمئة من الجزائريين مزال لم يستفيدو من الالياف البصرية للعلم انا نسكن في مدينة بجاية و عندي اصدقاء من كل نواحي المدينة مزال لم يستفيدو منها,negative,0
Facebook,Déploiement de la fibre,اولاد موسى قريب,off-topic,0
Facebook,Déploiement de la fibre,Algérie Télécom - إتصالات الجزائر من بكري و أنا نتبع ما كان حتى جديد من رمضان لي فات,negative,1
Facebook,Déploiement de la fibre,تعميم الشبكة الجديدة للالياف البصرية يسير بطريقة بطيئة جدا في حاسي بحبح ...نرجو منكم ارسال تنبيه للمسؤولين عليها,negative,1
Facebook,Déploiement de la fibre,وصلتوا الالياف البصرية للاحياء الجديدة فقط، فكرتكم وصلت,negative,0
Facebook,Déploiement de la fibre,كاين فيبر في بلعباس,positive,0
Facebook,Déploiement de la fibre,من اول يوم طلقتو هاذا العرض و انا مداير طلب لكن دايمن نفس الاجابة هاذا العرض غير متوفر لحين تعميم الفيبر عروض بدون خدمات,negative,0
Facebook,Déploiement de la fibre,أنترنت الألياف البصرية مازالت حكرا على مجموعة ..وقتاه توصل للباقي؟,negative,0
Facebook,Déploiement de la fibre,مؤسسة فاشلة ... معظم ولايات الجزائر لم تصلهم الألياف البصرية....ربي يهديكم,negative,0
Facebook,Déploiement de la fibre,بلادية القبة إلى يومنا منعدما من الألياف البصرية مطول بزاف عيونا هدا الشركات الخاصة المكلفة بربط 郎,negative,1
Facebook,Déploiement de la fibre,الفيبر لم يعمم ياسراق,negative,0
Facebook,Déploiement de la fibre,جاو مليون عرض والفيبر لم يصل بعد,negative,0
Facebook,Déploiement de la fibre,Algérie Télécom - إتصالات الجزائر كي توصلونا الفيبر العرض يكون كمل و شكراً,negative,0
Facebook,Déploiement de la fibre,ديرولنا الفيبر نورمال اومبعد شوفولنا القيمر,negative,0
Facebook,Déploiement de la fibre,Algérie Télécom - إتصالات الجزائر ماضنيتش,negative,0
Facebook,Déploiement de la fibre,"نحن سكان طريق الجفن بلدية أولاد دراجولاية المسيلة عندنا أربعة أشهر ملي دفعنا الملفات باش يجو يركبو الألياف البصرية لسكان الحييذكر الي متى أرجو الإجابة ",negative,1
Facebook,Déploiement de la fibre,وين راه لافيبر في قالمة,negative,0
Instagram,Déploiement de la fibre,"Centre-ville te3 sidi bel abbes makench la fibre, bnadem rah y3ani b l'adsl. Vdsl w makench wga3dine tzidou f les offres w les débits w dirou la fibre ghi dans les nouveaux quartiers, w hna f les anciens quartier li houma les plus anciens clients mazelna b l'adsl. Revoyez vos priorités.",negative,0
Facebook,Déploiement de la fibre,"""خطكم غير مؤهل للاستفادة من خدمة الألياف البصرية في الوقت الحالي. سنتصل بكم فور توفر هذه الخدمة.",negative,0
Facebook,Déploiement de la fibre,"Je l'ai fait, la première fois on m'a dit que ma ligne allait être basculé vers la fibre et on m'a même donné le nouveau numéro de téléphone fibre, le temps que j'aille faire les scans pour remplir le formulaire, j'ai dû actualiser la page pour refaire et là on me dit que ma ligne n'est malheureusement pas encore couverte par la fibre... En sachant que le PBO est à 5 mètres de la porte...",interrogative,0
Facebook,Déploiement de la fibre,"خطكم غير مؤهل للاستفادة من خدمة الألياف البصرية في الوقت الحالي. سنتصل بكم فور توفر هذه الخدمة. اتصالات الجزائر تشكركم على اهتمامكم. وسط المدينة تلمسان 路 ",negative,0
Facebook,Déploiement de la fibre,و كي تكمل الخطوات هذو كااااااامل..........يقولك المودام غير متوفر (مكانش)藍,negative,0
Facebook,Déploiement de la fibre,"خفو في تركيب الألياف البصرية برك ",negative,0
Facebook,Déploiement de la fibre,بدليل 7 سنوات و أنا نديموندي في الفيبر و مزال ما لحقش لبلديتنا 沈,negative,1
Facebook,Déploiement de la fibre,لعقوبة لمودم الفيبر ... رانا في شهور نستنوا ما بان والو,negative,1
"Idoom Market ",Déploiement de la fibre,ديرو لنا لافيبر في الحومة نشريه والا ما يفيدنيش,negative,0
Facebook,Déploiement de la fibre,2024 و فيبر مزال ما لحقش وتوما تحكو على الخدمات ؟؟,negative,0
Facebook,Déploiement de la fibre,لا معلومات ولا تفاصيل حول مدى تقدم خدمة عملة تحديث شبكة الإنترنت بالألياف البصرية,negative,0
Facebook,Déploiement de la fibre,دخلولنا فيبر يرحم شوابين,negative,0
Facebook,Déploiement de la fibre,بلدية القصر ، بجاية ، اسغال الاياف متوقفة,negative,0
Facebook,Déploiement de la fibre,كيفية الاستفادة من الفيبر في المناطق الغير المربوط بها,interrogative,0
Facebook,Déploiement de la fibre,Algérie Télécom - إتصالات الجزائر مزلنا مع ADSL وقتاش تجيو طولتو علينا ,negative,0
